gene	A	B	C	D	E
Skcos14292	28	10	4	27	15
Skcos14293	3	0	0	1	0
Skcos14294	37	8	8	38	7
Skcos14295	495	84	148	1617	151
Skcos14296	100	74	88	288	83
Skcos14297	0	1	0	6	1
Skcos14298	5	0	0	6	0
Skcos14299	65	7	5	46	12
Skcos143	4	3	1	2	2
Skcos1430	11	6	8	44	9
Skcos14300	94	6	9	28	11
Skcos14301	6	0	3	5	2
Skcos14302	25	10	5	39	6
Skcos14303	168	83	85	163	135
Skcos14304	17	2	3	29	6
Skcos14305	1	2	0	0	1
Skcos14306	37	17	19	66	23
Skcos14307	58	3	2	34	5
Skcos14308	0	0	2	1	0
Skcos14309	0	0	0	0	0
Skcos1431	5	0	2	7	0
Skcos14310	3	0	0	1	0
Skcos14311	0	0	0	1	0
Skcos14312	73	3	2	51	4
Skcos14313	0	0	0	0	0
Skcos14314	2	0	0	0	0
Skcos14315	0	1	0	0	0
Skcos14316	0	0	0	0	0
Skcos14317	0	0	0	0	0
Skcos14318	3	0	2	0	2
Skcos14319	0	0	0	0	0
Skcos1432	132	31	28	116	42
Skcos14320	1	0	1	0	0
Skcos14321	1	0	0	0	0
Skcos14322	60	35	43	55	52
Skcos14323	6	0	0	3	0
Skcos14324	303	174	229	352	367
Skcos14325	481	260	230	1030	344
Skcos14326	6	0	0	0	0
Skcos14327	6	0	1	5	1
Skcos14328	45	28	30	24	36
Skcos14329	27	12	13	17	11
Skcos1433	51	13	8	72	3
Skcos14330	1	0	1	2	0
Skcos14331	3	3	1	0	0
Skcos14332	0	0	0	1	0
Skcos14333	21	4	6	21	17
Skcos14334	1	0	0	2	0
Skcos14335	0	0	0	0	0
Skcos14336	7	2	7	8	2
Skcos14337	8	0	2	0	0
Skcos14338	26	13	27	57	18
Skcos14339	8	4	3	5	3
Skcos1434	27	7	3	31	2
Skcos14340	14	0	2	9	4
Skcos14341	9	5	4	10	6
Skcos14342	143	69	69	136	69
Skcos14343	59	20	28	53	47
Skcos14344	11	1	2	13	0
Skcos14345	1	1	0	0	0
Skcos14346	20	9	6	28	10
Skcos14347	0	0	0	1	2
Skcos14348	24	17	22	9	30
Skcos14349	11	2	2	16	4
Skcos1435	70	43	34	160	42
Skcos14350	10	5	3	15	11
Skcos14351	55	5	4	30	4
Skcos14352	10	5	1	24	1
Skcos14353	24	2	1	23	0
Skcos14354	4	0	0	6	0
Skcos14355	2	0	0	0	0
Skcos14356	3244	2193	2813	4591	2313
Skcos14357	1	0	0	0	1
Skcos14358	0	2	0	0	0
Skcos14359	16	9	4	13	14
Skcos1436	5	0	2	2	1
Skcos14360	0	0	0	0	1
Skcos14361	17	2	5	14	2
Skcos14362	16	4	5	17	5
Skcos14363	5	0	4	4	0
Skcos14364	21	10	7	17	9
Skcos14365	2	1	0	1	0
Skcos14366	1	3	0	5	2
Skcos14367	10	1	1	10	0
Skcos14368	0	0	0	0	0
Skcos14369	3	0	0	1	0
Skcos1437	8	7	5	36	4
Skcos14370	12	2	0	5	4
Skcos14371	3	0	0	0	0
Skcos14372	0	0	0	0	0
Skcos14373	8	14	6	3	9
Skcos14374	25	3	9	35	8
Skcos14375	10	14	13	8	9
Skcos14376	2	0	1	6	0
Skcos14377	9	3	1	10	0
Skcos14378	10	2	0	20	2
Skcos14379	1	1	3	8	0
Skcos1438	20	2	1	38	3
Skcos14380	35	7	8	59	7
Skcos14381	0	0	0	0	0
Skcos14382	120	45	48	169	66
Skcos14383	3	0	0	3	1
Skcos14384	13	4	0	19	0
Skcos14385	5	1	0	3	2
Skcos14386	10	3	7	10	5
Skcos14387	0	0	0	0	0
Skcos14388	4	3	1	11	9
Skcos14389	5	0	3	0	0
Skcos1439	1	0	0	0	0
Skcos14390	5	0	2	7	0
Skcos14391	23	17	9	34	31
Skcos14392	10	3	4	16	1
Skcos14393	2	1	1	3	5
Skcos14394	9	2	0	3	0
Skcos14395	6	1	0	10	1
Skcos14396	45	34	41	42	48
Skcos14397	3	0	0	3	0
Skcos14398	29	12	4	15	7
Skcos14399	2	0	0	4	0
Skcos144	51	10	20	62	11
Skcos1440	0	0	0	0	0
Skcos14400	22	19	16	10	23
Skcos14401	0	1	0	0	0
Skcos14402	7	13	3	4	5
Skcos14403	485	298	402	512	575
Skcos14404	35	20	26	27	35
Skcos14405	16	3	4	14	3
Skcos14406	8	4	1	8	3
Skcos14407	4	1	5	4	1
Skcos14408	41	16	15	52	21
Skcos14409	8	1	0	2	0
Skcos1441	46	31	21	121	37
Skcos14410	8	0	1	19	0
Skcos14411	3	0	1	5	0
Skcos14412	0	0	0	1	0
Skcos14413	48	24	39	21	58
Skcos14414	1	0	0	0	0
Skcos14415	1	1	1	0	0
Skcos14416	0	0	0	0	0
Skcos14417	2	1	0	6	0
Skcos14418	0	0	0	0	1
Skcos14419	2070	2279	1746	1629	1535
Skcos1442	0	0	0	0	0
Skcos14420	4	0	1	0	1
Skcos14421	2	0	0	0	0
Skcos14422	201	79	71	299	99
Skcos14423	30	0	1	13	1
Skcos14424	1	1	0	3	0
Skcos14425	4	0	3	3	0
Skcos14426	158	70	70	169	127
Skcos14427	2	0	0	0	1
Skcos14428	20	0	0	19	2
Skcos14429	4	0	2	6	0
Skcos1443	1	0	0	1	0
Skcos14430	98	50	63	202	67
Skcos14431	30	2	5	22	4
Skcos14432	140	138	156	137	153
Skcos14433	4	1	2	2	0
Skcos14434	48	17	17	38	18
Skcos14435	0	0	1	1	0
Skcos14436	17	4	2	14	6
Skcos14437	87	20	23	121	18
Skcos14438	250	41	27	169	19
Skcos14439	0	1	2	6	0
Skcos1444	1	2	0	0	1
Skcos14440	6	1	2	14	0
Skcos14441	12	9	10	31	6
Skcos14442	1	0	0	2	0
Skcos14443	4	0	0	0	0
Skcos14444	6	2	0	1	4
Skcos14445	413	391	294	345	279
Skcos14446	0	1	0	0	0
Skcos14447	3	0	0	0	1
Skcos14448	50	9	8	89	19
Skcos14449	5	1	0	11	2
Skcos1445	10	1	1	5	0
Skcos14450	3	4	2	8	1
Skcos14451	46	1	3	55	7
Skcos14452	29	10	10	84	9
Skcos14453	0	0	0	1	2
Skcos14454	4	2	1	8	0
Skcos14455	5	3	1	6	0
Skcos14456	328	380	401	302	418
Skcos14457	27	12	13	31	14
Skcos14458	16	5	1	9	2
Skcos14459	3	3	0	5	2
Skcos1446	0	0	0	1	0
Skcos14460	2	0	0	5	0
Skcos14461	10	10	10	24	8
Skcos14462	35	30	39	38	53
Skcos14463	5	1	8	6	3
Skcos14464	1	0	1	0	0
Skcos14465	23	1	1	15	4
Skcos14466	12	2	4	10	2
Skcos14467	5	1	0	6	1
Skcos14468	1	0	1	2	0
Skcos14469	0	1	0	0	0
Skcos1447	2	0	1	8	3
Skcos14470	4	0	0	7	0
Skcos14471	3	0	1	7	1
Skcos14472	11	4	9	15	10
Skcos14473	1	0	2	2	0
Skcos14474	6	1	3	1	4
Skcos14475	29	4	5	61	3
Skcos14476	8	1	1	11	0
Skcos14477	0	0	0	0	0
Skcos14478	7	0	0	3	0
Skcos14479	19	6	3	10	8
Skcos1448	117	4	8	58	4
Skcos14480	9	3	3	31	7
Skcos14481	10	3	4	19	3
Skcos14482	0	0	0	0	0
Skcos14483	0	0	0	0	0
Skcos14484	1	1	2	6	1
Skcos14485	0	0	0	0	0
Skcos14486	7	1	5	13	7
Skcos14487	12	1	1	2	1
Skcos14488	55	19	11	99	15
Skcos14489	34	9	13	64	21
Skcos1449	3	1	1	4	0
Skcos14490	25	15	17	173	22
Skcos14491	0	0	0	0	0
Skcos14492	1	0	0	0	0
Skcos14493	4	1	0	3	0
Skcos14494	582	249	317	630	423
Skcos14495	0	0	0	0	0
Skcos14496	0	0	0	0	0
Skcos14497	0	0	0	0	0
Skcos14498	0	0	0	0	0
Skcos14499	0	0	0	1	0
Skcos145	3	0	2	11	0
Skcos1450	101	68	85	332	104
Skcos14500	0	0	0	0	0
Skcos14501	0	0	1	0	0
Skcos14502	0	0	0	0	0
Skcos14503	0	0	0	0	0
Skcos14504	0	0	0	0	0
Skcos14505	0	0	0	0	0
Skcos14506	1	0	1	0	0
Skcos14507	0	0	0	0	0
Skcos14508	1154	552	599	2045	815
Skcos14509	20	7	8	34	13
Skcos1451	0	0	0	0	0
Skcos14510	8	6	5	13	0
Skcos14511	12	1	1	9	7
Skcos14512	225	92	125	333	173
Skcos14513	1	0	0	2	0
Skcos14514	0	0	2	0	0
Skcos14515	17	10	8	30	10
Skcos14516	26	29	18	16	22
Skcos14517	2	0	0	9	1
Skcos14518	4	0	0	7	3
Skcos14519	2	0	1	1	3
Skcos1452	0	0	1	3	3
Skcos14520	15	5	3	16	1
Skcos14521	45	18	18	61	23
Skcos14522	1	0	0	0	0
Skcos14523	0	0	0	0	0
Skcos14524	0	0	0	1	0
Skcos14525	0	0	0	1	0
Skcos14526	164	129	150	196	220
Skcos14527	13	3	2	7	2
Skcos14528	28	11	12	28	7
Skcos14529	13	4	3	16	1
Skcos1453	4	0	0	6	0
Skcos14530	0	1	0	1	1
Skcos14531	3	0	1	8	0
Skcos14532	11	0	1	4	0
Skcos14533	1	1	2	2	1
Skcos14534	221	15	17	75	16
Skcos14535	40	2	5	22	7
Skcos14536	4	0	0	11	0
Skcos14537	435	16	15	214	23
Skcos14538	20	6	7	4	22
Skcos14539	0	1	0	1	1
Skcos1454	95	1	2	39	6
Skcos14540	1	2	0	6	4
Skcos14541	44	9	12	30	6
Skcos14542	20	6	4	20	1
Skcos14543	6	3	1	12	1
Skcos14544	1	1	0	2	3
Skcos14545	2	0	0	2	2
Skcos14546	1	0	0	0	0
Skcos14547	8	1	2	7	4
Skcos14548	5	0	0	3	0
Skcos14549	4	0	2	5	1
Skcos1455	48	18	22	40	14
Skcos14550	5	2	2	5	2
Skcos14551	1	0	0	2	0
Skcos14552	3	0	0	2	0
Skcos14553	5	0	0	9	1
Skcos14554	37	2	1	3	3
Skcos14555	6	0	0	11	3
Skcos14556	11	7	11	14	6
Skcos14557	1	1	0	3	1
Skcos14558	12	2	3	9	1
Skcos14559	92	49	46	171	60
Skcos1456	5	1	1	3	0
Skcos14560	4	1	1	0	1
Skcos14561	88	97	115	90	108
Skcos14562	1	1	0	3	0
Skcos14563	27	0	4	18	8
Skcos14564	4	1	1	4	0
Skcos14565	0	0	0	0	0
Skcos14566	2	0	0	9	5
Skcos14567	2	0	0	2	1
Skcos14568	14	1	2	5	2
Skcos14569	20	6	21	13	12
Skcos1457	4	2	3	3	0
Skcos14570	19	9	9	8	10
Skcos14571	3	0	1	4	0
Skcos14572	2	1	0	8	2
Skcos14573	38	6	7	31	8
Skcos14574	8	4	1	14	2
Skcos14575	1	0	1	1	4
Skcos14576	12	1	0	1	2
Skcos14577	37	7	19	7	8
Skcos14578	3	0	0	0	4
Skcos14579	470	363	382	517	571
Skcos1458	5	2	2	7	0
Skcos14580	17	2	2	27	3
Skcos14581	10	0	1	17	4
Skcos14582	0	0	1	0	0
Skcos14583	35	5	10	27	11
Skcos14584	54	14	15	73	15
Skcos14585	89	71	125	126	181
Skcos14586	89	1	4	29	1
Skcos14587	4	0	1	7	4
Skcos14588	479	114	127	551	117
Skcos14589	6	2	3	14	0
Skcos1459	10	1	1	0	0
Skcos14590	45	32	48	27	51
Skcos14591	8	1	2	9	2
Skcos14592	37	8	7	70	9
Skcos14593	582	225	298	539	364
Skcos14594	3	0	0	0	0
Skcos14595	0	0	1	0	2
Skcos14596	0	0	0	0	0
Skcos14597	2	0	0	4	0
Skcos14598	34	10	12	25	8
Skcos14599	41	9	9	108	9
Skcos146	0	2	0	0	0
Skcos1460	4	2	0	23	3
Skcos14600	6	4	3	9	1
Skcos14601	24	7	5	48	3
Skcos14602	15	2	3	12	6
Skcos14603	0	0	0	0	0
Skcos14604	59	23	24	22	42
Skcos14605	6	3	4	13	3
Skcos14606	0	2	4	2	0
Skcos14607	4	5	2	17	6
Skcos14608	2	1	1	8	0
Skcos14609	41	2	5	45	7
Skcos1461	8	1	7	9	0
Skcos14610	0	0	0	1	2
Skcos14611	6	1	1	10	0
Skcos14612	0	0	0	0	0
Skcos14613	38	9	11	45	13
Skcos14614	0	0	0	0	0
Skcos14615	26	2	6	23	3
Skcos14616	102	37	43	159	34
Skcos14617	18	8	11	17	15
Skcos14618	1	3	1	7	2
Skcos14619	1	4	4	0	2
Skcos1462	28	3	0	11	2
Skcos14620	3	1	0	6	2
Skcos14621	6	1	1	10	2
Skcos14622	149	128	125	162	132
Skcos14623	81	52	71	48	79
Skcos14624	0	0	0	0	0
Skcos14625	22	2	12	20	2
Skcos14626	76	57	69	294	140
Skcos14627	3	0	0	5	0
Skcos14628	40	2	1	25	3
Skcos14629	1398	1031	1198	2082	1385
Skcos1463	417	257	302	520	314
Skcos14630	2	0	1	7	0
Skcos14631	108	30	46	103	80
Skcos14632	57	35	32	88	24
Skcos14633	13	1	6	12	4
Skcos14634	0	1	1	2	0
Skcos14635	56	10	13	104	15
Skcos14636	168	78	89	211	107
Skcos14637	6	0	2	15	2
Skcos14638	4	0	2	4	2
Skcos14639	12	4	0	9	2
Skcos1464	101	53	33	92	54
Skcos14640	0	0	0	0	0
Skcos14641	2	1	1	3	2
Skcos14642	7	3	1	3	0
Skcos14643	27	12	15	37	19
Skcos14644	385	74	159	295	378
Skcos14645	8	1	0	1	0
Skcos14646	0	0	3	2	0
Skcos14647	0	0	1	0	0
Skcos14648	1	0	0	2	0
Skcos14649	19	0	1	13	2
Skcos1465	46	2	3	29	1
Skcos14650	0	0	0	0	0
Skcos14651	0	0	0	0	2
Skcos14652	5	2	2	16	0
Skcos14653	78	3	3	64	5
Skcos14654	163	142	115	72	64
Skcos14655	21	3	4	28	10
Skcos14656	2	0	0	7	3
Skcos14657	32	8	16	75	18
Skcos14658	10	4	1	8	0
Skcos14659	8	0	0	5	2
Skcos1466	0	0	0	1	0
Skcos14660	4	0	1	1	1
Skcos14661	4	0	6	8	1
Skcos14662	2	3	3	14	0
Skcos14663	13	0	10	20	11
Skcos14664	73	32	17	78	27
Skcos14665	33	12	26	61	19
Skcos14666	16	4	4	23	5
Skcos14667	3	0	2	4	1
Skcos14668	52	28	17	63	20
Skcos14669	2	2	3	2	3
Skcos1467	1	0	0	2	0
Skcos14670	147	16	14	69	37
Skcos14671	10	4	3	5	4
Skcos14672	12	2	2	24	0
Skcos14673	166	10	10	42	12
Skcos14674	0	0	0	2	0
Skcos14675	10	1	3	14	1
Skcos14676	2	0	0	0	0
Skcos14677	2	0	1	2	0
Skcos14678	17	1	4	19	0
Skcos14679	29	12	20	33	27
Skcos1468	0	0	0	0	0
Skcos14680	0	0	0	0	0
Skcos14681	67	7	17	81	12
Skcos14682	7	2	4	4	0
Skcos14683	91	14	21	59	13
Skcos14684	33	26	19	26	35
Skcos14685	6	1	0	5	0
Skcos14686	81	20	42	105	25
Skcos14687	0	0	1	3	0
Skcos14688	1	0	1	1	0
Skcos14689	1	0	0	0	0
Skcos1469	48	37	31	193	41
Skcos14690	10	3	15	15	12
Skcos14691	2	1	1	4	4
Skcos14692	4	1	0	14	2
Skcos14693	1	0	0	0	0
Skcos14694	140	46	50	195	57
Skcos14695	17	5	7	6	7
Skcos14696	406	313	335	152	259
Skcos14697	150	25	20	193	18
Skcos14698	0	0	0	1	0
Skcos14699	1	3	0	5	3
Skcos147	4	3	0	5	2
Skcos1470	13	13	26	15	16
Skcos14700	2	0	0	0	0
Skcos14701	4	4	1	10	3
Skcos14702	11	2	2	0	1
Skcos14703	0	0	0	2	0
Skcos14704	3	1	0	0	0
Skcos14705	4	0	2	6	2
Skcos14706	9	2	5	2	0
Skcos14707	6	0	0	10	1
Skcos14708	5	0	4	4	1
Skcos14709	2	0	0	0	0
Skcos1471	18	1	4	23	2
Skcos14710	5	4	2	3	4
Skcos14711	0	0	0	0	0
Skcos14712	0	0	0	0	0
Skcos14713	0	0	0	0	0
Skcos14714	0	0	0	0	0
Skcos14715	0	0	0	0	0
Skcos14716	0	0	0	0	0
Skcos14717	0	0	0	0	0
Skcos14718	0	0	0	0	0
Skcos14719	0	0	0	0	0
Skcos1472	19	3	2	6	2
Skcos14720	0	0	0	0	0
Skcos14721	2	0	0	4	1
Skcos14722	1	0	1	8	1
Skcos14723	1	1	1	3	0
Skcos14724	6	1	2	15	1
Skcos14725	2	0	0	1	2
Skcos14726	1	0	1	1	0
Skcos14727	1	0	0	3	0
Skcos14728	1	0	0	2	0
Skcos14729	11	3	2	7	1
Skcos1473	8	0	1	8	0
Skcos14730	21	6	8	25	8
Skcos14731	38	57	31	125	37
Skcos14732	0	0	0	0	0
Skcos14733	39	13	10	41	13
Skcos14734	15	3	33	6	17
Skcos14735	5	1	1	10	3
Skcos14736	0	0	0	0	0
Skcos14737	0	0	0	0	0
Skcos14738	2	0	2	1	0
Skcos14739	0	0	0	0	0
Skcos1474	0	0	0	0	0
Skcos14740	0	0	0	1	0
Skcos14741	0	0	0	0	0
Skcos14742	0	0	0	0	0
Skcos14743	0	0	0	0	0
Skcos14744	0	3	2	3	0
Skcos14745	0	0	0	0	0
Skcos14746	0	0	0	0	0
Skcos14747	0	0	0	0	0
Skcos14748	23	23	31	56	48
Skcos14749	0	0	0	0	0
Skcos1475	6	1	4	4	3
Skcos14750	46	7	3	51	2
Skcos14751	4	0	0	1	0
Skcos14752	370	281	324	391	433
Skcos14753	619	626	506	505	504
Skcos14754	16	1	3	21	2
Skcos14755	2	2	3	1	0
Skcos14756	8	1	3	13	4
Skcos14757	225	127	147	417	174
Skcos14758	7	3	1	9	1
Skcos14759	4	1	0	11	1
Skcos1476	3	2	2	10	3
Skcos14760	14	3	2	13	1
Skcos14761	2	0	0	2	2
Skcos14762	25	4	3	24	5
Skcos14763	1	0	0	0	0
Skcos14764	0	0	0	0	0
Skcos14765	1	0	1	0	0
Skcos14766	20	5	2	19	1
Skcos14767	14	10	9	39	18
Skcos14768	4	3	1	1	1
Skcos14769	0	0	0	0	0
Skcos1477	10	0	0	4	1
Skcos14770	0	0	0	0	0
Skcos14771	0	0	0	0	0
Skcos14772	0	0	0	2	0
Skcos14773	2	0	2	5	0
Skcos14774	4	0	0	0	0
Skcos14775	1	0	0	0	1
Skcos14776	27	17	5	77	9
Skcos14777	1	0	1	1	0
Skcos14778	0	0	0	0	0
Skcos14779	337	31	31	242	26
Skcos1478	1	0	1	4	0
Skcos14780	0	0	0	0	0
Skcos14781	0	0	0	0	0
Skcos14782	8	1	2	17	3
Skcos14783	1	0	3	7	0
Skcos14784	2	0	0	0	2
Skcos14785	0	1	0	0	0
Skcos14786	2	0	0	1	0
Skcos14787	0	0	0	0	3
Skcos14788	14	2	3	14	1
Skcos14789	0	0	0	0	0
Skcos1479	119	30	34	103	33
Skcos14790	1	0	0	1	0
Skcos14791	7	2	8	9	15
Skcos14792	1	0	0	4	0
Skcos14793	0	1	1	4	1
Skcos14794	44	6	12	32	12
Skcos14795	1	0	0	4	0
Skcos14796	0	0	0	0	0
Skcos14797	2	1	4	1	1
Skcos14798	44	9	13	40	22
Skcos14799	66	48	40	79	80
Skcos148	2	2	1	10	1
Skcos1480	3	0	0	4	0
Skcos14800	129	32	36	162	58
Skcos14801	282	238	244	300	344
Skcos14802	11	0	2	11	6
Skcos14803	60	19	15	64	34
Skcos14804	4	0	2	0	0
Skcos14805	5	0	0	3	1
Skcos14806	86	46	40	121	44
Skcos14807	274	93	129	287	193
Skcos14808	134	2	1	47	1
Skcos14809	6	8	4	11	1
Skcos1481	2	1	1	3	0
Skcos14810	65	4	4	46	7
Skcos14811	7	0	2	0	6
Skcos14812	5	1	2	12	2
Skcos14813	69	17	20	113	13
Skcos14814	17	8	4	14	1
Skcos14815	2	0	1	4	0
Skcos14816	3	2	0	10	2
Skcos14817	4	0	0	4	0
Skcos14818	1	0	1	5	0
Skcos14819	1	0	0	0	0
Skcos1482	1	0	0	0	0
Skcos14820	7	2	0	10	0
Skcos14821	7	14	9	53	9
Skcos14822	2	1	1	3	1
Skcos14823	0	0	0	0	0
Skcos14824	4	3	2	9	7
Skcos14825	4	1	0	1	0
Skcos14826	9	1	2	11	0
Skcos14827	11	1	0	9	2
Skcos14828	169	41	43	162	53
Skcos14829	29	23	12	108	16
Skcos1483	0	0	1	0	0
Skcos14830	3	0	0	5	1
Skcos14831	14	2	6	6	10
Skcos14832	1	2	0	1	2
Skcos14833	2	2	1	1	5
Skcos14834	3	4	2	7	1
Skcos14835	5	3	4	0	0
Skcos14836	2	2	0	0	1
Skcos14837	1	0	0	3	0
Skcos14838	79	12	26	97	35
Skcos14839	27	0	2	15	0
Skcos1484	2	0	0	5	1
Skcos14840	9	1	0	4	0
Skcos14841	2	0	0	6	1
Skcos14842	2	0	1	2	1
Skcos14843	295	203	232	280	320
Skcos14844	9	8	3	9	4
Skcos14845	24	29	23	22	22
Skcos14846	93	42	67	234	49
Skcos14847	24	7	11	33	5
Skcos14848	13	7	18	8	21
Skcos14849	0	0	0	0	0
Skcos1485	0	0	0	0	1
Skcos14850	30	9	17	12	24
Skcos14851	6	2	0	4	0
Skcos14852	5	1	1	2	0
Skcos14853	0	0	0	0	0
Skcos14854	5	0	0	0	0
Skcos14855	5	0	0	10	1
Skcos14856	0	0	0	0	0
Skcos14857	1	2	0	0	0
Skcos14858	5239	6778	6045	3611	5647
Skcos14859	0	1	0	1	0
Skcos1486	25	19	2	18	5
Skcos14860	0	0	0	0	0
Skcos14861	0	0	0	0	0
Skcos14862	3	0	0	1	1
Skcos14863	0	0	1	1	0
Skcos14864	0	0	2	7	0
Skcos14865	589	786	734	2647	1002
Skcos14866	0	0	0	0	0
Skcos14867	63	46	66	63	74
Skcos14868	5	3	4	9	2
Skcos14869	22	1	2	12	10
Skcos1487	0	0	0	0	0
Skcos14870	1	1	2	14	0
Skcos14871	10	15	15	9	20
Skcos14872	2	0	0	1	0
Skcos14873	7	1	0	1	0
Skcos14874	14	0	3	5	0
Skcos14875	4	1	1	2	0
Skcos14876	7	0	0	1	0
Skcos14877	20	33	20	20	13
Skcos14878	0	0	0	0	1
Skcos14879	0	1	1	1	0
Skcos1488	0	0	0	1	0
Skcos14880	21	12	11	1	2
Skcos14881	13	1	4	12	4
Skcos14882	5	2	9	17	8
Skcos14883	15	6	29	46	9
Skcos14884	78	15	12	67	23
Skcos14885	1	0	0	0	0
Skcos14886	20	7	12	39	5
Skcos14887	2	2	1	0	0
Skcos14888	9	2	0	12	2
Skcos14889	7	2	1	11	2
Skcos1489	8785	10668	8787	7567	8718
Skcos14890	0	0	0	2	0
Skcos14891	1	0	0	1	0
Skcos14892	1	1	3	5	2
Skcos14893	18	2	2	18	7
Skcos14894	8	2	7	18	11
Skcos14895	2	0	1	3	0
Skcos14896	79	39	57	151	59
Skcos14897	2	0	0	0	0
Skcos14898	14	0	3	13	1
Skcos14899	3	0	1	7	1
Skcos149	42	13	25	28	32
Skcos1490	0	0	0	1	0
Skcos14900	1	1	0	1	0
Skcos14901	2	0	0	0	1
Skcos14902	3	2	0	7	1
Skcos14903	12	4	5	21	8
Skcos14904	38	3	13	60	18
Skcos14905	0	0	0	0	0
Skcos14906	3	1	0	2	0
Skcos14907	1	2	2	0	3
Skcos14908	317	197	234	406	395
Skcos14909	9	4	4	9	4
Skcos1491	111	37	64	120	54
Skcos14910	63	18	22	129	18
Skcos14911	37	8	10	9	5
Skcos14912	36	8	8	27	8
Skcos14913	239	198	150	104	99
Skcos14914	18	3	4	15	3
Skcos14915	156	22	8	157	21
Skcos14916	632	256	317	626	334
Skcos14917	13	17	5	9	3
Skcos14918	65	4	11	31	4
Skcos14919	4	2	3	0	3
Skcos1492	1	0	1	0	0
Skcos14920	7	9	2	1	0
Skcos14921	1	1	1	5	0
Skcos14922	71	3	9	85	14
Skcos14923	3	0	0	2	0
Skcos14924	12	3	15	8	4
Skcos14925	8	2	0	1	0
Skcos14926	1	0	2	2	0
Skcos14927	4	0	0	1	1
Skcos14928	0	0	0	0	0
Skcos14929	0	0	0	0	0
Skcos1493	8	20	38	125	30
Skcos14930	21	2	5	41	6
Skcos14931	1	0	0	2	0
Skcos14932	2	0	0	0	0
Skcos14933	1	0	0	0	0
Skcos14934	1	0	0	1	0
Skcos14935	2	0	0	6	0
Skcos14936	7	0	2	12	8
Skcos14937	205	92	151	143	194
Skcos14938	15	9	4	44	6
Skcos14939	17	5	2	22	3
Skcos1494	3	1	0	4	3
Skcos14940	9	1	0	7	2
Skcos14941	5	0	0	0	0
Skcos14942	37	17	10	105	20
Skcos14943	0	0	0	0	0
Skcos14944	23	9	6	21	9
Skcos14945	49	2	8	23	16
Skcos14946	12	1	2	1	1
Skcos14947	32	12	2	34	12
Skcos14948	47	2	0	15	2
Skcos14949	2	2	0	1	4
Skcos1495	13	0	8	8	9
Skcos14950	0	0	0	0	0
Skcos14951	0	0	0	0	0
Skcos14952	0	0	0	0	0
Skcos14953	254	108	146	225	196
Skcos14954	0	0	0	1	0
Skcos14955	5	0	1	1	0
Skcos14956	13	1	1	9	0
Skcos14957	0	1	0	0	0
Skcos14958	0	1	0	4	1
Skcos14959	26	9	16	66	23
Skcos1496	3	0	0	4	0
Skcos14960	41	6	5	24	3
Skcos14961	6	0	2	2	1
Skcos14962	9	5	2	7	6
Skcos14963	3	0	1	2	1
Skcos14964	7	2	3	12	0
Skcos14965	1	0	0	1	0
Skcos14966	49	2	9	42	6
Skcos14967	23	9	22	15	30
Skcos14968	0	0	0	0	0
Skcos14969	26	6	7	20	10
Skcos1497	0	0	0	0	0
Skcos14970	0	0	0	0	0
Skcos14971	478	191	273	546	384
Skcos14972	1	0	0	0	0
Skcos14973	3188	2950	3811	2364	3828
Skcos14974	0	0	0	0	0
Skcos14975	2195	3121	2557	1687	2127
Skcos14976	0	0	0	0	0
Skcos14977	0	0	0	0	0
Skcos14978	57	17	12	97	28
Skcos14979	1	4	0	1	1
Skcos1498	0	0	0	2	0
Skcos14980	659	486	529	1390	638
Skcos14981	0	0	0	0	0
Skcos14982	3	1	1	3	2
Skcos14983	29	12	24	32	26
Skcos14984	12	2	3	14	8
Skcos14985	3	3	2	10	2
Skcos14986	5	0	2	15	5
Skcos14987	6	0	1	10	1
Skcos14988	0	1	0	1	0
Skcos14989	11	10	6	11	7
Skcos1499	51	2	7	28	9
Skcos14990	4	0	0	1	2
Skcos14991	12	2	4	3	8
Skcos14992	9	4	6	12	1
Skcos14993	60	43	65	74	82
Skcos14994	144	43	34	229	64
Skcos14995	571	671	537	609	521
Skcos14996	0	0	0	1	0
Skcos14997	7	0	0	8	0
Skcos14998	5	1	0	4	0
Skcos14999	79	18	27	91	12
Skcos15	0	0	0	7	0
Skcos150	32	0	2	27	6
Skcos1500	0	0	0	0	0
Skcos15000	33	6	7	53	16
Skcos15001	34	3	7	45	8
Skcos15002	0	2	1	5	1
Skcos15003	9	0	3	7	1
Skcos15004	1	0	0	0	0
Skcos15005	2	3	0	3	5
Skcos15006	17	12	22	26	16
Skcos15007	112	55	73	124	88
Skcos15008	7	2	2	3	2
Skcos15009	40	33	18	42	17
Skcos1501	5	2	2	4	5
Skcos15010	21	1	3	13	7
Skcos15011	1	0	0	2	1
Skcos15012	100	38	72	104	100
Skcos15013	5	2	0	7	2
Skcos15014	0	0	0	2	1
Skcos15015	15	2	2	9	5
Skcos15016	10	3	6	6	9
Skcos15017	0	0	0	0	0
Skcos15018	0	0	0	0	0
Skcos15019	1	2	0	8	0
Skcos1502	44	13	30	141	31
Skcos15020	30	4	5	38	4
Skcos15021	23	5	5	22	5
Skcos15022	20	11	3	35	6
Skcos15023	7	2	0	4	1
Skcos15024	6	1	2	5	1
Skcos15025	433	124	180	433	228
Skcos15026	158	21	29	171	31
Skcos15027	112	21	9	69	13
Skcos15028	220	74	73	246	131
Skcos15029	9	2	1	17	0
