gID	Old Seq Name	Description
Throt413	Locus391v1rpkm248.21	Locus391v1rpkm248.21
Throt414	Locus392v1rpkm246.83	Locus392v1rpkm246.83
Throt415	Locus393v1rpkm246.74	Locus393v1rpkm246.74
Throt416	Locus394v1rpkm246.24	Locus394v1rpkm246.24
Throt417	Locus395v1rpkm245.95	Locus395v1rpkm245.95
Throt418	Locus396v1rpkm245.51	Locus396v1rpkm245.51
Throt419	Locus397v1rpkm244.44	Locus397v1rpkm244.44
Throt420	Locus398v1rpkm243.64	Locus398v1rpkm243.64
Throt421	Locus399v1rpkm243.37	Locus399v1rpkm243.37
Throt422	Locus400v1rpkm243.26	Locus400v1rpkm243.26
Throt423	Locus400v2rpkm8.62_PRE	Locus400v2rpkm8.62_PRE
Throt424	Locus401v1rpkm240.91	Locus401v1rpkm240.91
Throt425	Locus402v1rpkm240.47	Locus402v1rpkm240.47
Throt426	Locus402v2rpkm12.33_PRE	Locus402v2rpkm12.33_PRE
Throt427	Locus402v3rpkm1.81_PRE	Locus402v3rpkm1.81_PRE
Throt428	Locus403v1rpkm240.23	Locus403v1rpkm240.23
Throt429	Locus404v1rpkm239.96	Locus404v1rpkm239.96
Throt430	Locus405v1rpkm239.19	Locus405v1rpkm239.19
Throt431	Locus406v1rpkm239.15	Locus406v1rpkm239.15
Throt432	Locus407v1rpkm238.68	Locus407v1rpkm238.68
Throt433	Locus408v1rpkm238.36	Locus408v1rpkm238.36
Throt434	Locus409v1rpkm238.08	Locus409v1rpkm238.08
Throt435	Locus410v1rpkm238.08	Locus410v1rpkm238.08
Throt436	Locus411v1rpkm237.68	Locus411v1rpkm237.68
Throt437	Locus412v1rpkm237.15	Locus412v1rpkm237.15
Throt438	Locus413v1rpkm236.99	Locus413v1rpkm236.99
Throt439	Locus414v1rpkm236.26	Locus414v1rpkm236.26
Throt440	Locus415v1rpkm236.08	Locus415v1rpkm236.08
Throt441	Locus416v1rpkm235.93	Locus416v1rpkm235.93
Throt442	Locus417v1rpkm234.65	Locus417v1rpkm234.65
Throt443	Locus418v1rpkm234.45	Locus418v1rpkm234.45
Throt444	Locus419v1rpkm234.34	Locus419v1rpkm234.34
Throt445	Locus420v1rpkm234.33	Locus420v1rpkm234.33
Throt446	Locus420v2rpkm209.03	Locus420v2rpkm209.03
Throt447	Locus421v1rpkm234.31	Locus421v1rpkm234.31
Throt448	Locus422v1rpkm234.08	Locus422v1rpkm234.08
Throt449	Locus422v2rpkm1.12_PRE	Locus422v2rpkm1.12_PRE
Throt450	Locus423v1rpkm233.95	Locus423v1rpkm233.95
Throt451	Locus423v2rpkm1.72_PRE	Locus423v2rpkm1.72_PRE
Throt452	Locus424v1rpkm233.92	Locus424v1rpkm233.92
Throt453	Locus425v1rpkm233.50	Locus425v1rpkm233.50
Throt454	Locus426v1rpkm231.20	Locus426v1rpkm231.20
Throt455	Locus426v2rpkm130.15	Locus426v2rpkm130.15
Throt456	Locus427v1rpkm231.06	Locus427v1rpkm231.06
Throt457	Locus428v1rpkm230.63	Locus428v1rpkm230.63
Throt458	Locus429v1rpkm230.46	Locus429v1rpkm230.46
Throt459	Locus430v1rpkm230.45	Locus430v1rpkm230.45
Throt460	Locus430v2rpkm77.68	Locus430v2rpkm77.68
Throt461	Locus431v1rpkm229.92	Locus431v1rpkm229.92
Throt462	Locus432v1rpkm229.56	Locus432v1rpkm229.56
Throt463	Locus433v1rpkm229.54	Locus433v1rpkm229.54
Throt464	Locus434v1rpkm228.77	Locus434v1rpkm228.77
Throt465	Locus435v1rpkm227.23	Locus435v1rpkm227.23
Throt466	Locus436v1rpkm226.62	Locus436v1rpkm226.62
Throt467	Locus437v1rpkm226.29	Locus437v1rpkm226.29
Throt468	Locus438v1rpkm226.19	Locus438v1rpkm226.19
Throt469	Locus439v1rpkm224.63	Locus439v1rpkm224.63
Throt470	Locus439v2rpkm2.61_PRE	Locus439v2rpkm2.61_PRE
Throt471	Locus440v1rpkm224.19	Locus440v1rpkm224.19
Throt472	Locus441v1rpkm223.87	Locus441v1rpkm223.87
Throt473	Locus442v1rpkm223.81	Locus442v1rpkm223.81
Throt474	Locus443v1rpkm223.55	Locus443v1rpkm223.55
Throt475	Locus444v1rpkm223.38	Locus444v1rpkm223.38
Throt476	Locus445v1rpkm223.05	Locus445v1rpkm223.05
Throt477	Locus445v2rpkm12.59_PRE	Locus445v2rpkm12.59_PRE
Throt478	Locus446v1rpkm222.83	Locus446v1rpkm222.83
Throt479	Locus447v1rpkm221.38	Locus447v1rpkm221.38
Throt480	Locus448v1rpkm220.45	Locus448v1rpkm220.45
Throt481	Locus449v1rpkm219.99	Locus449v1rpkm219.99
Throt482	Locus450v1rpkm219.73	Locus450v1rpkm219.73
Throt483	Locus451v1rpkm219.13	Locus451v1rpkm219.13
Throt484	Locus452v1rpkm218.88	Locus452v1rpkm218.88
Throt485	Locus453v1rpkm218.55	Locus453v1rpkm218.55
Throt486	Locus454v1rpkm218.02	Locus454v1rpkm218.02
Throt487	Locus455v1rpkm217.09	Locus455v1rpkm217.09
Throt488	Locus456v1rpkm216.18	Locus456v1rpkm216.18
Throt489	Locus457v1rpkm216.01	Locus457v1rpkm216.01
Throt490	Locus457v2rpkm195.00	Locus457v2rpkm195.00
Throt491	Locus458v1rpkm214.78	Locus458v1rpkm214.78
Throt492	Locus459v1rpkm214.72	Locus459v1rpkm214.72
Throt493	Locus460v1rpkm214.63	Locus460v1rpkm214.63
Throt494	Locus461v1rpkm213.69	Locus461v1rpkm213.69
Throt495	Locus462v1rpkm213.39	Locus462v1rpkm213.39
Throt496	Locus463v1rpkm213.30	Locus463v1rpkm213.30
Throt497	Locus464v1rpkm212.57	Locus464v1rpkm212.57
Throt498	Locus465v1rpkm212.54	Locus465v1rpkm212.54
Throt499	Locus466v1rpkm212.42	Locus466v1rpkm212.42
Throt500	Locus466v2rpkm97.95	Locus466v2rpkm97.95
Throt501	Locus467v1rpkm212.23	Locus467v1rpkm212.23
Throt502	Locus468v1rpkm211.48	Locus468v1rpkm211.48
Throt503	Locus469v1rpkm211.25	Locus469v1rpkm211.25
Throt504	Locus469v2rpkm184.84	Locus469v2rpkm184.84
Throt505	Locus470v1rpkm211.06	Locus470v1rpkm211.06
Throt506	Locus471v1rpkm211.05	Locus471v1rpkm211.05
Throt507	Locus472v1rpkm211.04	Locus472v1rpkm211.04
Throt508	Locus473v1rpkm210.83	Locus473v1rpkm210.83
Throt509	Locus473v2rpkm0.63_PRE	Locus473v2rpkm0.63_PRE
Throt510	Locus474v1rpkm210.80	Locus474v1rpkm210.80
Throt511	Locus475v1rpkm210.39	Locus475v1rpkm210.39
Throt512	Locus476v1rpkm210.25	Locus476v1rpkm210.25
Throt513	Locus477v1rpkm209.98	Locus477v1rpkm209.98
Throt514	Locus478v1rpkm209.43	Locus478v1rpkm209.43
Throt515	Locus479v1rpkm208.59	Locus479v1rpkm208.59
Throt516	Locus480v1rpkm208.40	Locus480v1rpkm208.40
Throt517	Locus481v1rpkm208.37	Locus481v1rpkm208.37
Throt518	Locus482v1rpkm208.09	Locus482v1rpkm208.09
Throt519	Locus482v2rpkm126.13	Locus482v2rpkm126.13
Throt520	Locus482v3rpkm43.52	Locus482v3rpkm43.52
Throt521	Locus483v1rpkm207.68	Locus483v1rpkm207.68
Throt522	Locus484v1rpkm207.46	Locus484v1rpkm207.46
Throt523	Locus484v2rpkm113.96	Locus484v2rpkm113.96
Throt524	Locus485v1rpkm207.34	Locus485v1rpkm207.34
Throt525	Locus486v1rpkm206.74	Locus486v1rpkm206.74
Throt526	Locus487v1rpkm206.36	Locus487v1rpkm206.36
Throt527	Locus488v1rpkm206.12	Locus488v1rpkm206.12
Throt528	Locus489v1rpkm204.14	Locus489v1rpkm204.14
Throt529	Locus490v1rpkm204.06	Locus490v1rpkm204.06
Throt530	Locus491v1rpkm203.49	Locus491v1rpkm203.49
Throt531	Locus492v1rpkm202.96	Locus492v1rpkm202.96
Throt532	Locus493v1rpkm201.01	Locus493v1rpkm201.01
Throt533	Locus494v1rpkm200.74	Locus494v1rpkm200.74
Throt534	Locus495v1rpkm199.80	Locus495v1rpkm199.80
Throt535	Locus496v1rpkm199.77	Locus496v1rpkm199.77
Throt536	Locus497v1rpkm199.53	Locus497v1rpkm199.53
Throt537	Locus498v1rpkm199.43	Locus498v1rpkm199.43
Throt538	Locus499v1rpkm199.32	Locus499v1rpkm199.32
Throt539	Locus499v2rpkm10.56_PRE	Locus499v2rpkm10.56_PRE
Throt540	Locus499v3rpkm7.63_PRE	Locus499v3rpkm7.63_PRE
Throt541	Locus499v4rpkm5.68_PRE	Locus499v4rpkm5.68_PRE
Throt542	Locus499v6rpkm0.31_PRE	Locus499v6rpkm0.31_PRE
Throt543	Locus500v1rpkm199.13	Locus500v1rpkm199.13
Throt544	Locus501v1rpkm198.83	Locus501v1rpkm198.83
Throt545	Locus502v1rpkm198.43	Locus502v1rpkm198.43
Throt546	Locus503v1rpkm198.31	Locus503v1rpkm198.31
Throt547	Locus504v1rpkm197.94	Locus504v1rpkm197.94
Throt548	Locus505v1rpkm197.22	Locus505v1rpkm197.22
Throt549	Locus506v1rpkm197.10	Locus506v1rpkm197.10
Throt550	Locus507v1rpkm196.96	Locus507v1rpkm196.96
Throt551	Locus507v2rpkm18.72_PRE	Locus507v2rpkm18.72_PRE
Throt552	Locus508v1rpkm196.89	Locus508v1rpkm196.89
Throt553	Locus509v1rpkm196.24	Locus509v1rpkm196.24
Throt554	Locus510v1rpkm195.97	Locus510v1rpkm195.97
Throt555	Locus511v1rpkm195.09	Locus511v1rpkm195.09
Throt556	Locus512v1rpkm193.81	Locus512v1rpkm193.81
Throt557	Locus513v1rpkm193.77	Locus513v1rpkm193.77
Throt558	Locus514v1rpkm193.55	Locus514v1rpkm193.55
Throt559	Locus514v2rpkm4.57_PRE	Locus514v2rpkm4.57_PRE
Throt560	Locus515v1rpkm193.47	Locus515v1rpkm193.47
Throt561	Locus516v1rpkm193.16	Locus516v1rpkm193.16
Throt562	Locus517v1rpkm192.71	Locus517v1rpkm192.71
Throt563	Locus518v1rpkm192.39	Locus518v1rpkm192.39
Throt564	Locus519v1rpkm191.72	Locus519v1rpkm191.72
Throt565	Locus520v1rpkm191.34	Locus520v1rpkm191.34
Throt566	Locus521v1rpkm190.31	Locus521v1rpkm190.31
Throt567	Locus522v1rpkm190.30	Locus522v1rpkm190.30
Throt568	Locus522v2rpkm33.59	Locus522v2rpkm33.59
Throt569	Locus523v1rpkm189.96	Locus523v1rpkm189.96
Throt570	Locus524v1rpkm189.96	Locus524v1rpkm189.96
Throt571	Locus525v1rpkm189.40	Locus525v1rpkm189.40
Throt572	Locus526v1rpkm189.39	Locus526v1rpkm189.39
Throt573	Locus527v1rpkm188.97	Locus527v1rpkm188.97
Throt574	Locus528v1rpkm188.70	Locus528v1rpkm188.70
Throt575	Locus529v1rpkm188.31	Locus529v1rpkm188.31
Throt576	Locus530v1rpkm188.27	Locus530v1rpkm188.27
Throt577	Locus531v1rpkm188.25	Locus531v1rpkm188.25
Throt578	Locus532v1rpkm187.76	Locus532v1rpkm187.76
Throt579	Locus533v1rpkm187.58	Locus533v1rpkm187.58
Throt580	Locus534v1rpkm187.10	Locus534v1rpkm187.10
Throt581	Locus535v1rpkm186.86	Locus535v1rpkm186.86
Throt582	Locus536v1rpkm186.61	Locus536v1rpkm186.61
Throt583	Locus537v1rpkm186.04	Locus537v1rpkm186.04
Throt584	Locus538v1rpkm185.42	Locus538v1rpkm185.42
Throt585	Locus539v1rpkm185.26	Locus539v1rpkm185.26
Throt586	Locus540v1rpkm184.97	Locus540v1rpkm184.97
Throt587	Locus541v1rpkm184.95	Locus541v1rpkm184.95
Throt588	Locus542v1rpkm184.61	Locus542v1rpkm184.61
Throt589	Locus543v1rpkm184.45	Locus543v1rpkm184.45
Throt590	Locus544v1rpkm184.44	Locus544v1rpkm184.44
Throt591	Locus545v1rpkm184.38	Locus545v1rpkm184.38
Throt592	Locus546v1rpkm184.14	Locus546v1rpkm184.14
Throt593	Locus547v1rpkm183.53	Locus547v1rpkm183.53
Throt594	Locus548v1rpkm183.26	Locus548v1rpkm183.26
Throt595	Locus548v2rpkm81.01	Locus548v2rpkm81.01
Throt596	Locus549v1rpkm181.80	Locus549v1rpkm181.80
Throt597	Locus550v1rpkm181.58	Locus550v1rpkm181.58
Throt598	Locus551v1rpkm180.75	Locus551v1rpkm180.75
Throt599	Locus552v1rpkm180.68	Locus552v1rpkm180.68
Throt600	Locus553v1rpkm180.39	Locus553v1rpkm180.39
Throt601	Locus553v2rpkm26.90	Locus553v2rpkm26.90
Throt602	Locus554v1rpkm179.87	Locus554v1rpkm179.87
Throt603	Locus555v1rpkm179.56	Locus555v1rpkm179.56
Throt604	Locus556v1rpkm179.49	Locus556v1rpkm179.49
Throt605	Locus557v1rpkm179.45	Locus557v1rpkm179.45
Throt606	Locus558v1rpkm178.78	Locus558v1rpkm178.78
Throt607	Locus559v1rpkm178.75	Locus559v1rpkm178.75
Throt608	Locus560v1rpkm178.69	Locus560v1rpkm178.69
Throt609	Locus560v2rpkm55.27	Locus560v2rpkm55.27
Throt610	Locus561v1rpkm178.20	Locus561v1rpkm178.20
Throt611	Locus562v1rpkm177.93	Locus562v1rpkm177.93
Throt612	Locus563v1rpkm177.13	Locus563v1rpkm177.13
Throt613	Locus564v1rpkm176.33	Locus564v1rpkm176.33
Throt614	Locus565v1rpkm175.88	Locus565v1rpkm175.88
Throt615	Locus566v1rpkm175.53	Locus566v1rpkm175.53
Throt616	Locus567v1rpkm175.53	Locus567v1rpkm175.53
Throt617	Locus568v1rpkm175.43	Locus568v1rpkm175.43
Throt618	Locus568v2rpkm0.91_PRE	Locus568v2rpkm0.91_PRE
Throt619	Locus569v1rpkm174.88	Locus569v1rpkm174.88
Throt620	Locus570v1rpkm173.17	Locus570v1rpkm173.17
Throt621	Locus571v1rpkm172.83	Locus571v1rpkm172.83
Throt622	Locus572v1rpkm172.73	Locus572v1rpkm172.73
Throt623	Locus573v1rpkm172.32	Locus573v1rpkm172.32
Throt624	Locus574v1rpkm172.04	Locus574v1rpkm172.04
Throt625	Locus575v1rpkm171.86	Locus575v1rpkm171.86
Throt626	Locus576v1rpkm171.73	Locus576v1rpkm171.73
Throt627	Locus577v1rpkm171.51	Locus577v1rpkm171.51
Throt628	Locus578v1rpkm171.22	Locus578v1rpkm171.22
Throt629	Locus579v1rpkm170.41	Locus579v1rpkm170.41
Throt630	Locus580v1rpkm170.41	Locus580v1rpkm170.41
Throt631	Locus581v1rpkm170.35	Locus581v1rpkm170.35
Throt632	Locus582v1rpkm169.96	Locus582v1rpkm169.96
Throt633	Locus583v1rpkm169.90	Locus583v1rpkm169.90
Throt634	Locus584v1rpkm169.85	Locus584v1rpkm169.85
Throt635	Locus585v1rpkm169.84	Locus585v1rpkm169.84
Throt636	Locus586v1rpkm169.76	Locus586v1rpkm169.76
Throt637	Locus587v1rpkm169.51	Locus587v1rpkm169.51
Throt638	Locus588v1rpkm169.46	Locus588v1rpkm169.46
Throt639	Locus588v2rpkm79.11	Locus588v2rpkm79.11
Throt640	Locus589v1rpkm169.22	Locus589v1rpkm169.22
Throt641	Locus590v1rpkm168.88	Locus590v1rpkm168.88
Throt642	Locus591v1rpkm168.11	Locus591v1rpkm168.11
Throt643	Locus592v1rpkm168.02	Locus592v1rpkm168.02
Throt644	Locus592v2rpkm27.66	Locus592v2rpkm27.66
Throt645	Locus593v1rpkm167.89	Locus593v1rpkm167.89
Throt646	Locus594v1rpkm167.35	Locus594v1rpkm167.35
Throt647	Locus595v1rpkm167.19	Locus595v1rpkm167.19
Throt648	Locus596v1rpkm167.06	Locus596v1rpkm167.06
Throt649	Locus597v1rpkm166.95	Locus597v1rpkm166.95
Throt650	Locus598v1rpkm166.87	Locus598v1rpkm166.87
Throt651	Locus599v1rpkm166.56	Locus599v1rpkm166.56
Throt652	Locus599v2rpkm142.96	Locus599v2rpkm142.96
Throt653	Locus600v1rpkm166.52	Locus600v1rpkm166.52
Throt654	Locus600v2rpkm2.58_PRE	Locus600v2rpkm2.58_PRE
Throt655	Locus601v1rpkm166.15	Locus601v1rpkm166.15
Throt656	Locus602v1rpkm165.84	Locus602v1rpkm165.84
Throt657	Locus603v1rpkm165.05	Locus603v1rpkm165.05
Throt658	Locus604v1rpkm164.89	Locus604v1rpkm164.89
Throt659	Locus605v1rpkm164.68	Locus605v1rpkm164.68
Throt660	Locus606v1rpkm164.28	Locus606v1rpkm164.28
Throt661	Locus606v2rpkm13.27_PRE	Locus606v2rpkm13.27_PRE
Throt662	Locus607v1rpkm162.62	Locus607v1rpkm162.62
Throt663	Locus608v1rpkm162.49	Locus608v1rpkm162.49
Throt664	Locus609v1rpkm161.93	Locus609v1rpkm161.93
Throt665	Locus610v1rpkm161.89	Locus610v1rpkm161.89
Throt666	Locus611v1rpkm161.24	Locus611v1rpkm161.24
Throt667	Locus611v2rpkm6.83_PRE	Locus611v2rpkm6.83_PRE
Throt668	Locus612v1rpkm161.21	Locus612v1rpkm161.21
Throt669	Locus613v1rpkm161.02	Locus613v1rpkm161.02
Throt670	Locus614v1rpkm160.68	Locus614v1rpkm160.68
Throt671	Locus615v1rpkm160.24	Locus615v1rpkm160.24
Throt672	Locus615v2rpkm6.70_PRE	Locus615v2rpkm6.70_PRE
Throt673	Locus616v1rpkm160.14	Locus616v1rpkm160.14
Throt674	Locus616v2rpkm0.89_PRE	Locus616v2rpkm0.89_PRE
Throt675	Locus617v1rpkm160.04	Locus617v1rpkm160.04
Throt676	Locus618v1rpkm160.00	Locus618v1rpkm160.00
Throt677	Locus619v1rpkm159.64	Locus619v1rpkm159.64
Throt678	Locus620v1rpkm159.57	Locus620v1rpkm159.57
Throt679	Locus621v1rpkm159.45	Locus621v1rpkm159.45
Throt680	Locus622v1rpkm159.20	Locus622v1rpkm159.20
Throt681	Locus623v1rpkm159.02	Locus623v1rpkm159.02
Throt682	Locus623v2rpkm0.00_PRE	Locus623v2rpkm0.00_PRE
Throt683	Locus624v1rpkm158.81	Locus624v1rpkm158.81
Throt684	Locus625v1rpkm158.77	Locus625v1rpkm158.77
Throt685	Locus626v1rpkm158.76	Locus626v1rpkm158.76
Throt686	Locus627v1rpkm158.58	Locus627v1rpkm158.58
Throt687	Locus628v1rpkm158.56	Locus628v1rpkm158.56
Throt688	Locus629v1rpkm158.27	Locus629v1rpkm158.27
Throt689	Locus630v1rpkm157.95	Locus630v1rpkm157.95
Throt690	Locus631v1rpkm157.61	Locus631v1rpkm157.61
Throt691	Locus632v1rpkm156.96	Locus632v1rpkm156.96
Throt692	Locus633v1rpkm156.91	Locus633v1rpkm156.91
Throt693	Locus634v1rpkm156.90	Locus634v1rpkm156.90
Throt694	Locus635v1rpkm154.78	Locus635v1rpkm154.78
Throt695	Locus636v1rpkm154.78	Locus636v1rpkm154.78
Throt696	Locus637v1rpkm154.52	Locus637v1rpkm154.52
Throt697	Locus638v1rpkm154.08	Locus638v1rpkm154.08
Throt698	Locus639v1rpkm154.01	Locus639v1rpkm154.01
Throt699	Locus640v1rpkm153.89	Locus640v1rpkm153.89
Throt700	Locus641v1rpkm153.49	Locus641v1rpkm153.49
Throt701	Locus642v1rpkm152.77	Locus642v1rpkm152.77
Throt702	Locus643v1rpkm152.42	Locus643v1rpkm152.42
Throt703	Locus644v1rpkm152.40	Locus644v1rpkm152.40
Throt704	Locus645v1rpkm152.25	Locus645v1rpkm152.25
Throt705	Locus646v1rpkm152.08	Locus646v1rpkm152.08
Throt706	Locus647v1rpkm151.24	Locus647v1rpkm151.24
Throt707	Locus648v1rpkm151.17	Locus648v1rpkm151.17
Throt708	Locus649v1rpkm151.05	Locus649v1rpkm151.05
Throt709	Locus650v1rpkm150.69	Locus650v1rpkm150.69
Throt710	Locus650v2rpkm29.13	Locus650v2rpkm29.13
Throt711	Locus651v1rpkm150.67	Locus651v1rpkm150.67
Throt712	Locus652v1rpkm150.48	Locus652v1rpkm150.48
Throt713	Locus653v1rpkm149.92	Locus653v1rpkm149.92
Throt714	Locus654v1rpkm149.15	Locus654v1rpkm149.15
Throt715	Locus655v1rpkm149.04	Locus655v1rpkm149.04
Throt716	Locus656v1rpkm148.79	Locus656v1rpkm148.79
Throt717	Locus657v1rpkm146.89	Locus657v1rpkm146.89
Throt718	Locus658v1rpkm146.61	Locus658v1rpkm146.61
Throt719	Locus658v2rpkm62.65	Locus658v2rpkm62.65
Throt720	Locus659v1rpkm145.96	Locus659v1rpkm145.96
Throt721	Locus659v2rpkm10.04_PRE	Locus659v2rpkm10.04_PRE
Throt722	Locus659v3rpkm3.69_PRE	Locus659v3rpkm3.69_PRE
Throt723	Locus660v1rpkm145.67	Locus660v1rpkm145.67
Throt724	Locus661v1rpkm145.33	Locus661v1rpkm145.33
Throt725	Locus661v2rpkm23.94	Locus661v2rpkm23.94
Throt726	Locus662v1rpkm145.08	Locus662v1rpkm145.08
Throt727	Locus663v1rpkm143.80	Locus663v1rpkm143.80
Throt728	Locus664v1rpkm143.68	Locus664v1rpkm143.68
Throt729	Locus665v1rpkm143.59	Locus665v1rpkm143.59
Throt730	Locus666v1rpkm143.37	Locus666v1rpkm143.37
Throt731	Locus667v1rpkm142.18	Locus667v1rpkm142.18
Throt732	Locus667v2rpkm114.92	Locus667v2rpkm114.92
Throt733	Locus667v3rpkm6.26_PRE	Locus667v3rpkm6.26_PRE
Throt734	Locus668v1rpkm141.90	Locus668v1rpkm141.90
Throt735	Locus668v2rpkm12.48_PRE	Locus668v2rpkm12.48_PRE
Throt736	Locus669v1rpkm141.31	Locus669v1rpkm141.31
Throt737	Locus670v1rpkm141.06	Locus670v1rpkm141.06
Throt738	Locus670v2rpkm38.09	Locus670v2rpkm38.09
Throt739	Locus670v3rpkm11.35_PRE	Locus670v3rpkm11.35_PRE
Throt740	Locus670v4rpkm6.59_PRE	Locus670v4rpkm6.59_PRE
Throt741	Locus670v5rpkm5.43_PRE	Locus670v5rpkm5.43_PRE
Throt742	Locus670v6rpkm2.19_PRE	Locus670v6rpkm2.19_PRE
Throt743	Locus671v1rpkm140.96	Locus671v1rpkm140.96
Throt744	Locus672v1rpkm140.82	Locus672v1rpkm140.82
Throt745	Locus673v1rpkm139.95	Locus673v1rpkm139.95
Throt746	Locus674v1rpkm139.81	Locus674v1rpkm139.81
Throt747	Locus674v2rpkm25.68	Locus674v2rpkm25.68
Throt748	Locus675v1rpkm139.44	Locus675v1rpkm139.44
Throt749	Locus675v2rpkm117.36	Locus675v2rpkm117.36
Throt750	Locus676v1rpkm139.26	Locus676v1rpkm139.26
Throt751	Locus677v1rpkm139.19	Locus677v1rpkm139.19
Throt752	Locus678v1rpkm139.15	Locus678v1rpkm139.15
Throt753	Locus679v1rpkm138.90	Locus679v1rpkm138.90
Throt754	Locus679v2rpkm66.40	Locus679v2rpkm66.40
Throt755	Locus680v1rpkm138.63	Locus680v1rpkm138.63
Throt756	Locus680v2rpkm8.35_PRE	Locus680v2rpkm8.35_PRE
Throt757	Locus681v1rpkm138.48	Locus681v1rpkm138.48
Throt758	Locus681v2rpkm3.43_PRE	Locus681v2rpkm3.43_PRE
Throt759	Locus682v1rpkm138.31	Locus682v1rpkm138.31
Throt760	Locus683v1rpkm138.23	Locus683v1rpkm138.23
Throt761	Locus684v1rpkm138.21	Locus684v1rpkm138.21
Throt762	Locus685v1rpkm138.05	Locus685v1rpkm138.05
Throt763	Locus686v1rpkm137.51	Locus686v1rpkm137.51
Throt764	Locus687v1rpkm137.40	Locus687v1rpkm137.40
Throt765	Locus688v1rpkm136.85	Locus688v1rpkm136.85
Throt766	Locus689v1rpkm136.80	Locus689v1rpkm136.80
Throt767	Locus690v1rpkm136.65	Locus690v1rpkm136.65
Throt768	Locus691v1rpkm136.55	Locus691v1rpkm136.55
Throt769	Locus692v1rpkm136.48	Locus692v1rpkm136.48
Throt770	Locus693v1rpkm136.43	Locus693v1rpkm136.43
Throt771	Locus694v1rpkm136.34	Locus694v1rpkm136.34
Throt772	Locus695v1rpkm136.19	Locus695v1rpkm136.19
Throt773	Locus696v1rpkm136.15	Locus696v1rpkm136.15
Throt774	Locus697v1rpkm136.04	Locus697v1rpkm136.04
Throt775	Locus698v1rpkm135.96	Locus698v1rpkm135.96
Throt776	Locus699v1rpkm135.70	Locus699v1rpkm135.70
Throt777	Locus700v1rpkm135.55	Locus700v1rpkm135.55
Throt778	Locus701v1rpkm135.35	Locus701v1rpkm135.35
Throt779	Locus701v2rpkm1.09_PRE	Locus701v2rpkm1.09_PRE
Throt780	Locus702v1rpkm135.02	Locus702v1rpkm135.02
Throt781	Locus703v1rpkm134.67	Locus703v1rpkm134.67
Throt782	Locus703v2rpkm3.16_PRE	Locus703v2rpkm3.16_PRE
Throt783	Locus704v1rpkm134.06	Locus704v1rpkm134.06
Throt784	Locus704v2rpkm20.11	Locus704v2rpkm20.11
Throt785	Locus704v3rpkm12.52_PRE	Locus704v3rpkm12.52_PRE
Throt786	Locus705v1rpkm133.98	Locus705v1rpkm133.98
Throt787	Locus706v1rpkm133.90	Locus706v1rpkm133.90
Throt788	Locus707v1rpkm133.64	Locus707v1rpkm133.64
Throt789	Locus708v1rpkm133.52	Locus708v1rpkm133.52
Throt790	Locus709v1rpkm133.46	Locus709v1rpkm133.46
Throt791	Locus710v1rpkm133.31	Locus710v1rpkm133.31
Throt792	Locus711v1rpkm132.95	Locus711v1rpkm132.95
Throt793	Locus712v1rpkm132.65	Locus712v1rpkm132.65
Throt794	Locus713v1rpkm132.47	Locus713v1rpkm132.47
Throt795	Locus714v1rpkm132.29	Locus714v1rpkm132.29
Throt796	Locus715v1rpkm132.20	Locus715v1rpkm132.20
Throt797	Locus716v1rpkm132.17	Locus716v1rpkm132.17
Throt798	Locus717v1rpkm131.85	Locus717v1rpkm131.85
Throt799	Locus718v1rpkm131.26	Locus718v1rpkm131.26
Throt800	Locus719v1rpkm130.89	Locus719v1rpkm130.89
Throt801	Locus720v1rpkm130.82	Locus720v1rpkm130.82
Throt802	Locus721v1rpkm130.48	Locus721v1rpkm130.48
Throt803	Locus722v1rpkm130.43	Locus722v1rpkm130.43
Throt804	Locus723v1rpkm130.25	Locus723v1rpkm130.25
Throt805	Locus724v1rpkm130.06	Locus724v1rpkm130.06
Throt806	Locus725v1rpkm129.96	Locus725v1rpkm129.96
Throt807	Locus725v2rpkm44.94	Locus725v2rpkm44.94
Throt808	Locus725v3rpkm9.39_PRE	Locus725v3rpkm9.39_PRE
Throt809	Locus725v4rpkm1.22_PRE	Locus725v4rpkm1.22_PRE
Throt810	Locus726v1rpkm129.48	Locus726v1rpkm129.48
Throt811	Locus727v1rpkm129.38	Locus727v1rpkm129.38
Throt812	Locus728v1rpkm129.37	Locus728v1rpkm129.37
Throt813	Locus729v1rpkm129.33	Locus729v1rpkm129.33
Throt814	Locus730v1rpkm129.04	Locus730v1rpkm129.04
Throt815	Locus731v1rpkm129.02	Locus731v1rpkm129.02
Throt816	Locus732v1rpkm128.70	Locus732v1rpkm128.70
Throt817	Locus733v1rpkm127.75	Locus733v1rpkm127.75
Throt818	Locus734v1rpkm127.58	Locus734v1rpkm127.58
Throt819	Locus735v1rpkm127.23	Locus735v1rpkm127.23
Throt820	Locus736v1rpkm127.18	Locus736v1rpkm127.18
Throt821	Locus736v2rpkm14.11	Locus736v2rpkm14.11
Throt822	Locus737v1rpkm127.13	Locus737v1rpkm127.13
Throt823	Locus737v2rpkm1.12_PRE	Locus737v2rpkm1.12_PRE
Throt824	Locus738v1rpkm127.02	Locus738v1rpkm127.02
Throt825	Locus738v2rpkm1.56_PRE	Locus738v2rpkm1.56_PRE
Throt826	Locus739v1rpkm126.90	Locus739v1rpkm126.90
