gene	S1	S2	S3	S4	S5	A	B	C	D	E
Skcos7156	241	1063	20	11	8	14	7	4	11	9
Skcos7157	20976	20163	882	1736	46	122	77	67	254	61
Skcos7158	1067	3933	518	53	94	75	29	18	7	17
Skcos7159	447	2069	24	29	10	23	2	1	36	14
Skcos716	14	1597	2	0	1	7	3	1	16	0
Skcos7160	571	4543	92	22	37	81	8	23	114	28
Skcos7161	610	934	121	11	19	22	7	15	52	8
Skcos7162	522	8356	169	108	34	187	40	49	247	37
Skcos7163	28	354	6	2	1	2	1	2	2	3
Skcos7164	114	779	30	9	12	17	2	6	23	6
Skcos7165	1420	2389	257	40	57	93	28	42	111	52
Skcos7166	31745	6209	3539	310	382	1106	558	547	1147	824
Skcos7167	590	54	10	14	1	11	0	3	4	7
Skcos7168	5	56	1	0	0	0	0	0	0	0
Skcos7169	19	97	6	2	0	1	0	0	0	2
Skcos717	0	33	0	0	0	0	0	1	0	0
Skcos7170	77	56	2	0	0	1	0	0	3	0
Skcos7171	473	1120	228	69	112	81	61	82	100	80
Skcos7172	179	246	32	0	3	10	2	9	10	12
Skcos7173	495	2141	92	75	18	33	11	17	72	13
Skcos7174	254	841	62	14	18	5	4	12	14	4
Skcos7175	13491	22791	1029	5492	140	294	128	121	307	93
Skcos7176	945	1736	315	25	40	95	30	47	92	81
Skcos7177	33580	47931	6927	41716	717	1376	900	755	781	617
Skcos7178	29	459	11	6	0	6	1	3	1	0
Skcos7179	23	375	7	3	1	7	0	4	3	2
Skcos718	261	1802	75	24	12	34	7	9	50	14
Skcos7180	0	21	0	1	0	1	0	0	0	0
Skcos7181	421	3239	88	48	13	57	8	4	46	12
Skcos7182	6	22	7	0	2	35	0	0	6	0
Skcos7183	3665	8610	3303	1176	6122	1945	1506	2517	1260	2503
Skcos7184	2401	755	945	32	45	186	113	136	160	183
Skcos7185	1608	2354	231	37	48	103	16	48	79	50
Skcos7186	317	147	11	0	1	25	2	1	14	0
Skcos7187	833	780	139	43	14	63	21	17	42	22
Skcos7188	452	289	13	14	5	5	1	2	8	2
Skcos7189	90	330	5	6	2	17	1	0	7	0
Skcos719	11	224	0	0	1	1	0	0	1	0
Skcos7190	334	662	54	16	4	36	2	8	22	8
Skcos7191	15720	2759	2386	142	204	604	260	353	540	410
Skcos7192	26	157	12	5	0	2	2	0	9	0
Skcos7193	53	1026	11	15	10	49	3	1	26	6
Skcos7194	55	425	10	5	1	6	2	2	8	0
Skcos7195	83	454	14	4	3	6	7	5	17	6
Skcos7196	223	2581	74	19	24	138	24	29	96	30
Skcos7197	152	200	11	0	2	1	2	2	1	1
Skcos7198	217	4344	35	64	24	35	7	9	46	10
Skcos7199	435	399	43	5	4	217	15	17	74	16
Skcos72	45	293	11	3	2	2	0	0	6	1
Skcos720	3	1	0	0	0	1	0	0	0	0
Skcos7200	1852	709	134	10	10	32	13	20	55	21
Skcos7201	348	833	38	114	11	12	0	3	9	2
Skcos7202	588	507	104	17	4	51	15	28	43	30
Skcos7203	919	445	175	24	14	52	7	21	25	18
Skcos7204	125	983	27	11	5	116	11	8	145	19
Skcos7205	3122	6116	5641	989	1657	3256	2506	2769	886	1607
Skcos7206	122	2213	26	56	14	51	7	11	50	11
Skcos7207	7275	278	4662	947	200	637	860	844	2915	1105
Skcos7208	22	452	14	4	13	1	1	2	0	1
Skcos7209	2435	318	1149	7	27	201	161	212	198	252
Skcos721	1016	86	322	4	6	49	22	37	21	57
Skcos7210	15	198	7	1	1	6	1	0	1	6
Skcos7211	37	108	2	0	0	0	0	0	1	0
Skcos7212	260	338	78	52	8	14	4	5	37	2
Skcos7213	11	168	2	0	0	0	0	2	2	0
Skcos7214	669	377	315	9	13	88	48	63	81	75
Skcos7215	109	257	11	3	1	7	0	2	10	2
Skcos7216	17	584	5	0	3	121	3	12	100	8
Skcos7217	44	7012	113	46	64	121	18	26	242	45
Skcos7218	49	384	22	11	2	7	4	4	13	0
Skcos7219	2	155	0	0	1	0	0	0	1	1
Skcos722	4	50	0	0	0	1	0	1	0	4
Skcos7220	2437	1015	115	43	17	78	13	4	57	14
Skcos7221	91	475	1	0	1	0	0	1	3	1
Skcos7222	391	2100	246	34	43	21	17	18	2	10
Skcos7223	2501	991	96	79	24	45	12	10	43	10
Skcos7224	35	874	4	9	2	20	8	2	14	6
Skcos7225	14980	2332	2460	187	264	637	384	496	653	594
Skcos7226	627	40	115	17	20	4	12	6	5	2
Skcos7227	827	680	79	5	2	18	4	12	25	15
Skcos7228	1614	1900	136	49	18	90	24	17	32	30
Skcos7229	472	5185	133	49	46	289	51	46	183	75
Skcos723	0	110	1	0	0	0	0	0	0	0
Skcos7230	54	1592	14	16	12	47	2	9	61	10
Skcos7231	732	1773	147	52	11	79	20	25	163	29
Skcos7232	189	971	74	5	4	55	27	40	49	72
Skcos7233	56	244	55	1	18	47	10	8	57	18
Skcos7234	97	1243	25	18	5	9	4	0	6	1
Skcos7235	6128	9484	595	174	67	84	62	85	98	117
Skcos7236	46	1395	8	27	11	5	0	4	12	1
Skcos7237	452	49	27	1	0	24	1	7	8	5
Skcos7238	24826	9127	9191	118	937	3228	1918	2292	4457	3015
Skcos7239	2287	3360	2197	982	1912	1465	1148	1516	771	1433
Skcos724	2	65	0	1	0	1	0	0	1	0
Skcos7240	16	172	2	17	1	8	0	3	1	3
Skcos7241	22	1185	3	1	0	3	2	0	13	0
Skcos7242	841	3144	268	52	67	62	10	15	113	18
Skcos7243	70	623	4	10	6	7	2	1	13	2
Skcos7244	103	1532	31	18	9	9	5	0	7	5
Skcos7245	32	1446	12	18	3	12	4	2	21	2
Skcos7246	6145	772	2204	1743	1292	933	1257	1038	546	890
Skcos7247	54	204	2	13	3	0	1	0	1	1
Skcos7248	106	268	23	5	9	6	2	0	9	4
Skcos7249	232	938	88	16	18	77	37	45	156	60
Skcos725	323	3400	35	49	10	47	6	9	65	8
Skcos7250	311	3667	75	67	14	18	5	3	17	5
Skcos7251	68	1509	28	23	12	9	4	2	1	1
Skcos7252	171	775	13	4	4	16	2	7	24	4
Skcos7253	49	2646	29	26	12	61	15	14	67	20
Skcos7254	2148	4125	713	126	48	250	93	84	324	174
Skcos7255	31	285	3	4	0	9	0	0	2	2
Skcos7256	1692	1254	132	13	8	25	8	8	27	7
Skcos7257	73	2035	16	19	3	26	6	9	27	1
Skcos7258	50	570	19	5	3	11	0	3	7	0
Skcos7259	4866	1868	2171	26	144	431	256	323	437	391
Skcos726	879	896	150	15	13	36	14	20	49	17
Skcos7260	618	4935	280	45	118	616	60	103	638	104
Skcos7261	368	3602	75	27	2	184	1	1	16	2
Skcos7262	8329	1226	1098	114	134	257	185	224	272	251
Skcos7263	369	264	67	11	1	0	4	6	15	2
Skcos7264	10787	11357	393	798	8	46	36	27	94	25
Skcos7265	201	520	21	12	0	6	3	3	6	0
Skcos7266	256	888	37	17	9	22	1	3	21	4
Skcos7267	29	27	2	2	0	1	0	0	0	1
Skcos7268	507	175	79	0	5	23	6	7	11	15
Skcos7269	30	1001	3	5	0	4	0	2	6	0
Skcos727	194	1373	115	21	15	116	6	6	53	6
Skcos7270	118	552	9	10	5	11	3	3	12	1
Skcos7271	86	508	58	4	4	36	4	3	474	8
Skcos7272	7	774	10	14	0	5	2	0	0	0
Skcos7273	42	740	11	5	10	34	2	3	37	1
Skcos7274	3834	13038	2046	1472	1129	1421	207	243	1146	129
Skcos7275	5037	470	1075	6	56	158	94	153	122	191
Skcos7276	4883	477	485	20	43	83	31	40	42	37
Skcos7277	969	174	244	0	16	38	42	51	43	65
Skcos7278	1308	588	657	3	42	130	101	147	166	184
Skcos7279	9	209	6	1	1	5	1	2	6	1
Skcos728	2	55	0	1	0	0	0	0	1	0
Skcos7280	36	255	4	5	1	2	1	1	2	0
Skcos7281	192	100	7	3	0	1	0	1	0	0
Skcos7282	2707	342	539	12	30	92	31	50	52	71
Skcos7283	32	264	7	16	15	7	1	1	4	2
Skcos7284	2907	1775	200	62	14	85	88	75	210	132
Skcos7285	955	198	51	24	14	23	13	8	13	6
Skcos7286	53	286	8	1	1	0	0	1	2	0
Skcos7287	97	1679	27	32	6	16	4	7	18	6
Skcos7288	869	1245	941	305	717	369	400	417	297	488
Skcos7289	68	11	13	3	3	7	1	5	5	4
Skcos729	124	1796	65	19	24	119	20	31	126	17
Skcos7290	269	730	188	18	23	308	74	89	326	121
Skcos7291	4139	647	1234	51	114	367	133	186	370	248
Skcos7292	39	282	12	2	2	4	0	0	2	1
Skcos7293	619	196	58	9	14	35	10	1	22	1
Skcos7294	7	1	6	4	0	3	1	0	4	1
Skcos7295	770	974	681	163	77	76	92	105	266	101
Skcos7296	90	732	68	10	8	10	6	8	29	17
Skcos7297	23413	2472	6360	80	351	881	602	819	910	946
Skcos7298	4	181	1	3	1	0	0	1	3	0
Skcos7299	426	499	15	27	4	1	3	0	9	2
Skcos73	0	7	1	0	0	0	0	0	0	0
Skcos730	777	17661	533	51	86	2039	364	381	2194	453
Skcos7300	76	614	13	10	0	22	5	5	24	4
Skcos7301	51	230	12	8	1	3	2	0	8	1
Skcos7302	76	198	16	5	0	6	1	2	4	6
Skcos7303	78	691	10	20	8	35	16	18	33	7
Skcos7304	198	505	11	4	1	8	5	2	6	1
Skcos7305	187	1456	26	26	16	25	4	8	47	8
Skcos7306	158	1453	17	33	18	37	3	12	42	5
Skcos7307	14	382	6	1	0	9	4	6	5	6
Skcos7308	345	208	13	4	1	3	0	5	3	4
Skcos7309	967	12089	374	151	84	111	31	44	192	21
Skcos731	7828	12622	846	238	78	71	76	96	126	114
Skcos7310	5	90	0	1	0	3	0	0	2	0
Skcos7311	3	187	0	1	3	5	2	0	3	0
Skcos7312	910	611	154	5	7	50	13	17	22	21
Skcos7313	32	256	4	0	2	2	0	0	4	1
Skcos7314	178	1539	12	11	4	31	3	3	42	2
Skcos7315	29	166	1	3	0	1	0	2	2	0
Skcos7316	2	537	5	4	0	10	2	2	4	2
Skcos7317	7	246	4	1	1	4	1	1	2	0
Skcos7318	108	608	45	17	32	132	11	14	177	21
Skcos7319	13	39	6	2	3	5	2	0	1	0
Skcos732	6	111	2	1	0	1	1	0	1	0
Skcos7320	411	1053	92	6	19	34	12	11	29	15
Skcos7321	485	7433	208	75	32	80	39	50	207	56
Skcos7322	52	431	0	7	1	2	0	1	7	0
Skcos7323	100	226	5	3	0	3	0	1	6	0
Skcos7324	403	3229	175	78	39	34	18	25	74	16
Skcos7325	12	79	3	3	0	1	0	0	0	0
Skcos7326	4	31	0	0	0	0	0	0	0	0
Skcos7327	1085	1462	276	26	26	166	14	15	96	13
Skcos7328	12	366	2	1	0	1	1	1	3	0
Skcos7329	93	117	16	3	1	1	0	1	4	6
Skcos733	0	4	0	0	0	0	0	0	0	0
Skcos7330	46	708	14	9	8	18	2	5	8	2
Skcos7331	372	713	6	17	9	16	7	2	8	3
Skcos7332	224	2643	40	11	29	18	1	1	0	0
Skcos7333	13	190	51	10	2	39	26	21	121	44
Skcos7334	369	229	86	1	6	25	20	20	15	24
Skcos7335	52	393	9	0	0	11	0	2	0	0
Skcos7336	552	970	74	10	20	24	25	19	31	22
Skcos7337	1016	715	224	7	17	39	16	11	43	24
Skcos7338	116	278	22	7	7	13	6	8	9	2
Skcos7339	2	313	1	6	0	3	0	1	5	0
Skcos734	75160	11447	9507	443	901	3210	1142	1431	2815	1758
Skcos7340	84	308	31	4	1	11	7	1	19	10
Skcos7341	392	486	106	4	3	43	19	20	29	28
Skcos7342	33	197	10	2	6	18	2	6	20	8
Skcos7343	288	735	30	10	12	23	4	5	31	8
Skcos7344	0	1	0	0	0	0	0	0	0	0
Skcos7345	156	3408	142	20	22	79	21	20	123	27
Skcos7346	0	0	0	0	0	0	0	0	0	0
Skcos7347	0	0	0	0	0	0	0	0	0	0
Skcos7348	299	1207	305	148	238	118	122	144	119	131
Skcos7349	204	4714	74	62	23	71	14	13	85	12
Skcos735	987461	53594	167597	130766	203814	108031	79897	59386	96225	53582
Skcos7350	106	185	11	3	6	18	1	2	8	4
Skcos7351	3	31	0	2	1	0	0	0	0	0
Skcos7352	16	2000	33	16	13	21	10	6	44	7
Skcos7353	208	484	40	2	5	15	4	6	12	8
Skcos7354	67	628	9	4	4	10	4	3	6	0
Skcos7355	195	24	9	0	0	2	0	0	0	1
Skcos7356	205792	239948	145339	58388	136884	61536	63023	86505	50845	84896
Skcos7357	4	194	0	1	0	1	0	0	2	0
Skcos7358	71	502	16	7	2	34	8	7	22	4
Skcos7359	1418	1564	206	51	15	41	38	18	38	11
Skcos736	646	2002	152	48	37	54	36	24	95	25
Skcos7360	0	0	0	0	0	0	0	0	0	0
Skcos7361	0	51	2	1	0	1	0	0	0	0
Skcos7362	4	24	2	0	0	0	0	0	2	0
Skcos7363	50	198	5	7	2	7	0	0	3	3
Skcos7364	201	115	44	1	1	14	9	1	12	3
Skcos7365	675	7598	165	57	33	40	10	5	26	17
Skcos7366	32	326	9	9	0	5	1	0	4	3
Skcos7367	1147	143	316	1	12	54	27	38	45	53
Skcos7368	15	433	3	9	0	1	0	1	2	1
Skcos7369	174	697	98	43	22	25	14	8	53	11
Skcos737	4	275	6	0	1	50	1	1	39	1
Skcos7370	9	116	0	1	0	0	0	1	1	0
Skcos7371	6	176	0	4	0	4	0	0	5	0
Skcos7372	1088	3597	119	39	19	133	31	26	195	42
Skcos7373	45	249	28	3	7	0	1	3	9	0
Skcos7374	169	318	71	13	4	130	22	13	164	34
Skcos7375	369	1552	43	29	8	48	7	8	70	21
Skcos7376	41	1851	29	31	5	81	13	6	63	11
Skcos7377	375	761	52	2	6	32	10	4	22	11
Skcos7378	90	595	24	12	4	23	5	5	32	7
Skcos7379	32	102	9	11	1	11	5	1	7	5
Skcos738	334	2204	131	36	37	54	17	24	93	13
Skcos7380	1367	583	44	45	9	47	1	4	50	1
Skcos7381	253	49	6	21	1	4	0	0	3	0
Skcos7382	2	131	14	6	1	2	5	0	1	6
Skcos7383	43	401	25	11	4	1	2	1	6	3
Skcos7384	406	1745	68	27	7	48	10	17	52	17
Skcos7385	10	338	2	1	1	2	0	0	6	0
Skcos7386	7922	1046	1010	61	91	292	105	147	235	223
Skcos7387	12	347	5	7	2	6	0	1	3	1
Skcos7388	280	2485	69	23	7	31	12	8	38	13
Skcos7389	606	184	124	1	14	20	16	15	12	39
Skcos739	4669	13096	756	621	339	182	151	141	517	150
Skcos7390	16464	2528	2157	187	233	515	254	304	516	471
Skcos7391	1572	3637	1231	268	721	280	39	147	459	142
Skcos7392	24	225	7	5	7	9	1	1	10	5
Skcos7393	428	484	25	33	3	13	8	4	36	3
Skcos7394	3	231	6	5	2	4	0	1	3	6
Skcos7395	1018	4110	310	428	102	113	22	26	119	13
Skcos7396	928	16034	527	228	83	175	108	95	399	127
Skcos7397	683	218	199	3	5	26	18	22	23	25
Skcos7398	4	505	1	4	1	3	0	1	2	1
Skcos7399	619	1226	195	35	16	60	17	21	102	33
Skcos74	1	9	0	0	0	0	0	0	0	0
Skcos740	25	170	1	1	0	1	1	1	4	0
Skcos7400	21	397	3	8	1	5	0	1	1	0
Skcos7401	391	1829	63	28	17	22	5	8	16	7
Skcos7402	9	71	7	20	3	3	1	0	5	2
Skcos7403	2025	10000	318	307	33	120	31	20	92	23
Skcos7404	400	836	70	13	11	22	7	6	27	8
Skcos7405	767	1037	74	117	18	22	10	5	23	3
Skcos7406	8	38	0	0	0	0	0	0	1	0
Skcos7407	67	779	13	7	21	13	3	0	19	4
Skcos7408	42	1211	4	21	6	4	2	0	11	1
Skcos7409	23	16	22	0	2	11	10	14	6	4
Skcos741	77	1737	27	21	9	15	4	4	30	5
Skcos7410	27	744	16	4	2	3	1	2	6	0
Skcos7411	88	731	62	7	54	75	5	3	6	1
Skcos7412	78	4520	33	50	18	58	15	22	65	16
Skcos7413	30	739	20	8	3	7	3	3	9	2
Skcos7414	17	558	2	4	0	8	0	2	7	0
Skcos7415	1433	2720	667	57	127	60	48	66	232	70
Skcos7416	51	348	2	5	2	1	1	0	3	1
Skcos7417	366	2430	77	35	16	43	13	19	70	9
Skcos7418	1803	3658	320	20	29	81	32	30	99	60
Skcos7419	144	2113	19	23	4	23	1	5	37	3
Skcos742	2	451	1	6	1	2	0	0	2	1
Skcos7420	52	248	1	3	1	3	0	0	1	0
Skcos7421	5	315	3	6	1	7	7	4	10	4
Skcos7422	136	3166	21	31	19	15	2	2	25	10
Skcos7423	330	3083	139	38	36	46	61	34	150	45
Skcos7424	500	2866	50	69	20	44	7	15	60	6
Skcos7425	152	2024	47	24	33	168	6	12	129	13
Skcos7426	2224	5074	516	80	63	121	51	86	186	97
Skcos7427	6129	737	307	78	33	50	10	15	36	14
Skcos7428	4283	3609	1697	203	242	265	71	138	697	132
Skcos7429	1391	2060	111	31	27	49	7	21	65	13
Skcos743	100	79	5	10	0	2	0	0	0	1
Skcos7430	0	4	1	0	0	0	0	1	0	0
Skcos7431	1	42	1	1	0	6	2	1	6	0
Skcos7432	0	0	0	0	0	0	0	0	0	0
Skcos7433	0	0	0	0	0	0	0	0	0	0
Skcos7434	29	148	0	2	1	1	0	1	1	0
Skcos7435	0	0	0	0	0	0	0	0	0	0
Skcos7436	0	1	0	0	0	0	0	0	1	0
Skcos7437	0	1	0	0	0	0	0	0	0	0
Skcos7438	0	0	0	0	0	0	0	0	0	0
Skcos7439	0	2	2	0	0	0	0	0	0	0
Skcos744	31	486	5	2	0	4	2	2	10	15
Skcos7440	0	0	0	0	0	0	0	0	0	0
Skcos7441	42	341	5	9	1	4	0	0	5	2
Skcos7442	2739	7168	666	335	215	571	60	71	441	61
Skcos7443	75	4840	26	82	7	29	6	5	39	5
Skcos7444	406	1329	31	16	5	14	2	5	23	10
Skcos7445	233	558	11	8	0	10	2	2	9	0
Skcos7446	154	289	2	3	1	5	2	0	15	1
Skcos7447	622	5619	229	98	49	213	92	103	224	101
Skcos7448	90	2212	29	28	5	6	7	5	36	4
Skcos7449	149	24	3	0	0	3	0	0	3	1
Skcos745	57	705	15	15	7	31	0	9	29	15
Skcos7450	116	950	20	44	8	20	2	6	23	3
Skcos7451	516	445	11	11	8	32	1	4	7	1
Skcos7452	181	933	34	27	6	21	6	4	40	9
Skcos7453	22	274	2	2	0	7	2	0	6	2
Skcos7454	187	371	13	5	4	20	9	6	25	2
Skcos7455	61	152	17	3	5	3	0	7	6	1
Skcos7456	324	115	45	5	8	8	0	3	8	1
Skcos7457	228	267	12	1	0	3	3	0	2	1
Skcos7458	2570	117	508	1	12	38	18	19	21	44
Skcos7459	176	375	125	4	4	59	29	17	32	31
Skcos746	79	2186	26	41	7	11	7	7	17	0
Skcos7460	0	0	0	0	0	0	0	0	0	0
Skcos7461	36	431	13	9	6	47	3	6	41	5
Skcos7462	27	27	8	8	3	16	1	1	7	0
Skcos7463	68	1987	28	45	9	25	3	3	34	8
Skcos7464	999	439	7	6	3	3	2	1	2	3
Skcos7465	143	363	8	4	2	5	2	1	5	4
Skcos7466	1216	819	354	27	13	75	47	41	69	59
Skcos7467	22	3535	22	50	13	47	5	5	44	4
Skcos7468	188	839	49	14	15	24	5	4	35	3
Skcos7469	86	291	2	9	1	3	1	0	4	0
Skcos747	42	330	3	6	2	9	0	0	2	0
Skcos7470	339	2883	84	81	55	65	19	14	262	10
Skcos7471	358	355	59	8	2	34	11	15	29	15
Skcos7472	744	291	46	22	19	17	5	7	17	6
Skcos7473	80	1961	33	24	8	27	4	5	42	4
Skcos7474	96	3008	28	37	21	57	29	18	60	19
Skcos7475	469	717	147	51	37	184	17	11	108	14
Skcos7476	5167	391	427	29	12	61	21	31	38	39
Skcos7477	5435	2464	1550	84	130	375	209	250	388	296
Skcos7478	5803	8126	140	354	21	18	11	4	37	10
Skcos7479	3260	500	1566	12	66	387	191	301	358	344
Skcos748	27	211	7	4	3	13	0	1	2	1
Skcos7480	6	78	2	1	1	0	0	1	0	0
Skcos7481	470	819	154	10	12	27	14	8	19	18
Skcos7482	194	2388	22	30	7	117	7	10	75	15
Skcos7483	41	1418	15	24	8	10	2	0	3	3
Skcos7484	35	12	5	0	0	1	2	0	1	3
Skcos7485	163	2671	88	28	30	41	10	15	30	20
Skcos7486	139	503	33	11	11	10	10	10	30	2
Skcos7487	225	541	62	12	4	15	7	16	13	7
Skcos7488	1	41	0	0	0	0	0	0	0	0
Skcos7489	1	104	0	2	1	0	2	1	2	1
Skcos749	24808	32366	2064	1703	151	211	111	149	357	159
Skcos7490	12	1249	3	18	5	7	0	4	8	2
Skcos7491	0	18	0	0	0	0	0	0	2	0
Skcos7492	34	18	16	5	4	9	4	9	12	6
Skcos7493	7	15	2	0	0	0	0	0	1	0
Skcos7494	1	49	1	0	0	1	0	0	0	0
Skcos7495	0	1	0	0	0	0	0	0	0	0
Skcos7496	17	211	32	11	15	11	18	7	13	7
Skcos7497	0	39	0	2	0	0	0	0	0	0
Skcos7498	0	1	0	0	0	0	0	0	0	0
Skcos7499	46	499	4	2	11	4	0	1	11	0
Skcos75	16	54	4	1	1	0	0	1	3	0
Skcos750	58	421	3	3	3	7	1	0	7	0
Skcos7500	1	36	0	0	0	0	2	0	0	0
Skcos7501	736	286	119	3	10	12	5	9	8	12
Skcos7502	6	128	0	2	1	1	0	0	0	0
Skcos7503	30	93	6	2	0	4	2	2	5	3
Skcos7504	3	36	0	0	0	2	0	0	0	0
Skcos7505	4	121	3	5	0	2	1	1	6	3
Skcos7506	5	156	1	4	0	0	0	0	2	0
Skcos7507	9	34	0	2	1	3	0	0	1	0
Skcos7508	141	263	48	2	7	2	2	2	4	1
Skcos7509	69	503	8	6	3	10	2	1	7	2
Skcos751	17107	3638	2263	98	206	536	288	327	560	458
Skcos7510	11	386	15	2	4	23	1	8	37	6
Skcos7511	41	677	16	2	19	2	0	1	0	1
Skcos7512	2	20	0	0	0	1	0	0	2	0
Skcos7513	20	191	2	2	0	2	4	1	3	0
Skcos7514	29	252	1	2	0	4	0	0	1	0
Skcos7515	17	1378	6	24	5	23	0	2	18	3
Skcos7516	0	53	0	0	1	0	0	0	0	0
Skcos7517	25	359	5	5	0	11	0	0	12	1
Skcos7518	3	79	1	1	0	0	0	0	0	1
Skcos7519	24	203	1	1	0	1	3	1	1	0
Skcos752	143	1233	33	7	6	9	1	1	6	1
Skcos7520	25	1674	17	11	4	10	4	9	35	3
Skcos7521	11	110	0	1	0	1	0	0	0	0
Skcos7522	350	1477	271	76	113	238	129	108	131	70
Skcos7523	11	3875	26	31	15	6	3	5	6	2
Skcos7524	99	1368	15	25	6	33	10	7	26	4
Skcos7525	11	346	3	4	2	7	0	0	8	0
Skcos7526	20	457	3	5	0	1	1	0	6	0
Skcos7527	14	266	5	3	1	2	0	1	5	1
Skcos7528	8	143	0	0	0	2	0	0	3	0
Skcos7529	144	1390	89	28	39	168	23	24	149	16
Skcos753	173	3418	120	32	45	15	3	5	5	2
Skcos7530	5507	8448	221	147	59	101	35	38	186	43
Skcos7531	17	181	4	3	0	1	3	0	3	0
Skcos7532	2	50	0	3	0	0	0	0	0	0
Skcos7533	37	583	7	6	6	9	4	6	19	3
Skcos7534	26	337	6	4	8	9	2	0	4	0
Skcos7535	3	186	4	3	0	2	0	0	1	0
Skcos7536	2	68	0	2	0	2	0	0	0	0
Skcos7537	11	289	2	4	3	0	0	1	3	0
Skcos7538	265	228	69	7	3	15	3	8	12	10
Skcos7539	358	1598	87	21	14	27	5	0	6	15
Skcos754	278	1442	95	12	56	49	2	5	6	11
Skcos7540	86	1836	10	20	7	17	1	3	31	4
Skcos7541	30	214	2	1	0	2	1	1	3	0
Skcos7542	12	258	4	5	0	3	1	0	4	0
Skcos7543	26	304	2	3	0	0	2	1	2	0
Skcos7544	1	443	1	8	0	2	0	3	3	0
Skcos7545	6	344	2	4	0	5	1	0	12	1
Skcos7546	80	38	77	0	8	40	52	55	43	45
Skcos7547	427	1765	79	23	13	24	9	7	28	5
Skcos7548	18	440	11	8	3	7	0	3	12	5
Skcos7549	34	227	5	4	1	5	0	0	2	0
Skcos755	94	592	10	1	3	11	3	0	5	3
Skcos7550	5	189	4	1	3	0	0	2	3	0
Skcos7551	28	141	16	4	0	6	1	1	2	3
Skcos7552	27	158	6	3	0	0	0	0	4	0
Skcos7553	94	1299	45	20	13	28	4	9	50	9
Skcos7554	101	278	12	0	1	5	0	1	3	7
Skcos7555	146	435	41	5	6	13	3	9	14	4
Skcos7556	8	883	16	9	2	15	10	4	16	9
Skcos7557	3	322	0	1	6	4	0	0	5	0
Skcos7558	591	611	338	15	29	94	66	87	63	89
Skcos7559	32	1250	4	8	0	20	2	3	15	2
Skcos756	1271	1026	539	12	61	103	70	90	161	101
Skcos7560	134	221	5	6	0	3	3	0	12	4
Skcos7561	16	160	1	0	0	0	1	0	3	0
Skcos7562	35	284	8	4	1	1	3	2	1	0
Skcos7563	5	557	4	8	0	4	0	1	7	2
Skcos7564	5	442	0	5	0	2	0	4	7	0
Skcos7565	87	314	31	1	1	44	15	9	37	33
Skcos7566	35	1016	13	6	0	42	4	4	41	9
Skcos7567	300	978	53	9	5	35	3	11	29	9
Skcos7568	22	271	4	6	0	6	0	0	3	0
Skcos7569	131	1043	93	46	10	16	7	11	62	11
Skcos757	1412	936	308	13	23	64	22	34	25	39
Skcos7570	1	41	0	0	0	0	0	0	0	0
Skcos7571	73	846	22	11	8	10	0	0	3	1
Skcos7572	19	783	35	28	5	17	14	28	46	14
Skcos7573	0	22	0	1	0	0	0	0	0	0
Skcos7574	0	7	0	0	0	0	0	0	0	0
Skcos7575	10	40	3	0	0	2	0	2	2	0
Skcos7576	0	192	1	2	0	1	0	0	4	0
Skcos7577	63	233	13	2	2	1	0	0	4	0
Skcos7578	10	224	0	3	0	1	0	3	3	0
Skcos7579	0	9	0	0	0	0	0	0	0	0
Skcos758	700	1445	55	34	14	39	6	10	55	18
Skcos7580	109	202	13	1	0	5	0	0	4	0
Skcos7581	10	793	0	10	0	7	0	0	16	0
Skcos7582	13840	2206	2178	102	210	411	298	324	500	436
Skcos7583	307	51	78	0	1	12	5	11	2	13
Skcos7584	63	226	45	5	2	10	0	0	4	0
Skcos7585	0	3	1	3	0	2	0	0	0	0
Skcos7586	3	58	3	2	2	2	0	0	3	0
Skcos7587	31	409	3	21	0	2	2	2	3	0
Skcos7588	230	1659	77	16	25	31	14	5	15	5
Skcos7589	8	6	0	0	0	1	1	0	1	0
Skcos759	1724	1015	870	203	260	284	336	326	213	408
Skcos7590	32	2558	21	11	8	40	0	5	48	2
Skcos7591	15	301	2	7	0	2	0	0	4	0
Skcos7592	28	65	10	3	7	3	1	1	13	3
Skcos7593	6	145	1	1	1	2	0	0	0	0
Skcos7594	15	333	5	7	3	6	0	0	6	2
Skcos7595	2	25	5	1	4	1	1	2	1	2
Skcos7596	67	479	2	4	3	12	2	1	14	0
Skcos7597	20	159	2	1	1	5	0	0	3	1
Skcos7598	2	241	1	17	0	0	0	0	0	0
Skcos7599	144	627	33	9	4	6	4	5	16	4
Skcos76	0	19	0	0	0	0	0	0	0	0
Skcos760	31	1531	31	15	15	142	18	13	143	15
Skcos7600	30	66	0	0	0	3	0	1	0	0
Skcos7601	38	571	5	6	1	5	4	3	10	2
Skcos7602	1	14	0	1	0	3	0	0	0	0
Skcos7603	9	222	0	1	1	2	1	1	1	0
Skcos7604	21	88	3	0	0	1	1	1	0	0
Skcos7605	339	4661	87	53	42	88	27	50	127	33
Skcos7606	243	953	37	18	5	16	5	14	43	12
Skcos7607	23	168	0	2	2	2	0	0	3	1
Skcos7608	7	327	4	5	3	2	1	0	1	1
Skcos7609	180	2095	38	12	14	26	2	11	26	6
Skcos761	27	1125	6	14	2	5	2	1	24	3
Skcos7610	35	665	3	1	5	23	3	3	19	1
Skcos7611	21	54	2	1	2	0	0	0	0	0
