geneID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control
Throt1775	7.6662189594794325	21.307373061324988	15.453796779930668	52.13799455320108	8.907912619315812	11.479299553484308	17.036341308854624	13.735615829856668	14.225713895654389	12.376438664303798
Throt1774	0.9582773699349291	2.630539884114196	2.24542346375061	0.9978563550851882	0.8733247665995896	0.4359227678538345	0.27928428375171516	0.0	0.6883409949510189	0.7735274165189874
Throt1773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt1772	0.0	0.657634971028549	0.0	0.4989281775425941	0.0	0.0	0.0	0.0	0.0	0.0
Throt1771	0.0	0.3945809826171294	0.0	0.24946408877129705	0.5239948599597537	0.0	0.0	0.0	0.0	0.0
Throt1770	1.5332437918958866	38.9319902848901	2.377507196912411	5.737674041739833	3.3186341130784403	5.231073214246014	0.27928428375171516	0.2591625628274843	0.6883409949510189	0.0
Throt4606	0.0	0.0	0.13208373316180058	0.0	0.0	0.290615178569223	0.0	0.0	0.22944699831700627	0.7735274165189874
Throt4607	0.0	0.657634971028549	0.0	0.0	0.0	0.290615178569223	0.0	0.0	0.6883409949510189	0.0
Throt15423	0.0	0.1315269942057098	0.13208373316180058	0.0	1.0479897199195074	0.0	0.0	0.0	0.0	0.0
Throt15422	0.0	0.2630539884114196	0.13208373316180058	0.0	1.0479897199195074	0.1453075892846115	0.0	0.0	0.0	0.0
Throt15421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2591625628274843	0.0	0.0
Throt15420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt15427	0.0	0.0	0.0	0.0	0.1746649533199179	0.0	0.0	0.0	0.22944699831700627	0.0
Throt15426	2.555406319826478	10.390632542251074	12.151703450885654	4.739817686654645	3.4932990663983583	6.538841517807517	11.450655633820322	7.515714321997045	4.588939966340125	7.993116637362871
Throt15425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt15424	0.0	1.1837429478513881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt15429	0.9582773699349291	3.1566478609370354	2.509590930074211	1.7462486213990793	0.5239948599597537	1.3077683035615035	3.9099799725240123	1.2958128141374214	0.6883409949510189	1.8048973052109707
Throt15428	0.38331094797397164	1.446796936262808	9.510028787649643	2.9935690652555644	5.938608412877208	5.231073214246014	5.027117107530873	5.44241381937717	6.195068954559169	5.672534387805908
Throt11513	0.6388515799566195	2.2359589014970664	1.1887535984562054	0.0	0.6986598132796716	1.5983834821307266	1.1171371350068606	0.5183251256549686	0.45889399663401254	0.7735274165189874
Throt11512	0.0	0.1315269942057098	0.3962511994854018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt11511	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt11510	0.06388515799566194	0.0	0.5283349326472023	0.0	0.1746649533199179	0.0	0.27928428375171516	0.7774876884824529	0.0	0.5156849443459915
Throt11517	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt11516	0.0	0.5261079768228392	0.660418665809003	0.0	0.1746649533199179	0.581230357138446	0.0	0.2591625628274843	0.0	0.7735274165189874
Throt11515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt11514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt11519	0.3194257899783097	0.2630539884114196	0.3962511994854018	0.24946408877129705	0.3493299066398358	0.290615178569223	0.0	0.0	0.22944699831700627	0.0
Throt11518	0.06388515799566194	0.3945809826171294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt4859	0.3194257899783097	0.5261079768228392	1.585004797941607	1.9957127101703764	1.571984579879261	0.581230357138446	1.9549899862620062	0.5183251256549686	2.9828109781210816	0.5156849443459915
